S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,ALL
S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S01,S02,S01
,,,,,,,,,,,S10,S03,S02
,,,,,,,,,,,S11,S04,S03
,,,,,,,,,,,,S05,S04
,,,,,,,,,,,,S06,S05
,,,,,,,,,,,,,S06
,,,,,,,,,,,,,S07
,,,,,,,,,,,,,S08
,,,,,,,,,,,,,S09
,,,,,,,,,,,,,S10
,,,,,,,,,,,,,S11
,,,,,,,,,,,,,S12
,,,,,,,,,,,,,S13
,,,,,,,,,,,,,ALL
