"expert","Expert","CU_group","BSL_lower","BSL_upper","BSL_best_guess","S01_lower","S01_upper","S01_best_guess","S02_lower","S02_upper","S02_best_guess","S03_lower","S03_upper","S03_best_guess","S04_lower","S04_upper","S04_best_guess","S05_lower","S05_upper","S05_best_guess","S06_lower","S06_upper","S06_best_guess","S07_lower","S07_upper","S07_best_guess","S08_lower","S08_upper","S08_best_guess","S09_lower","S09_upper","S09_best_guess","S10_lower","S10_upper","S10_best_guess","S11_lower","S11_upper","S11_best_guess","S12_1.9.10_lower","S12_1.9.10_upper","S12_1.9.10_best_guess","S13_2.6_lower","S13_2.6_upper","S13_2.6_best_guess","ALL_lower","ALL_upper","ALL_best_guess","S15_Fut_Bas_lower","S15_Fut_Bas_upper","S15_Fut_Bas_best_guess"
22,"Hf","Sockeye_Pitt_ES",32,70,52,37,72,53,44,70,55,34,73,57,33,72,55,NA,NA,NA,NA,NA,NA,38,72,68,NA,NA,NA,34,71,66,NA,NA,NA,33,75,73,37,77,74,44,75,74,50,78,75,NA,NA,NA
22,"Hf","Sockeye_Lillooet/Harrison_Late(Birk)",40,50,50,50,70,70,40,50,50,45,55,53,40,50,50,NA,NA,NA,NA,NA,NA,45,63,58,NA,NA,NA,42,52,51,NA,NA,NA,50,60,58,66,72,70,45,75,55,70,75,74,NA,NA,NA
22,"Hf","Sockeye_Harrison_River",50,60,50,55,70,68,65,70,68,55,65,60,60,73,70,NA,NA,NA,NA,NA,NA,59,69,59,NA,NA,NA,51,62,52,NA,NA,NA,60,70,65,56,72,69,65,75,73,80,85,80,NA,NA,NA
22,"Hf","Sockeye_Widgeon_River",10,20,15,15,20,20,15,30,25,30,40,35,30,40,35,NA,NA,NA,NA,NA,NA,15,25,22,NA,NA,NA,11,20,16,NA,NA,NA,20,30,25,22,30,22,30,75,40,30,40,35,NA,NA,NA
23,"mm","Chinook_LFR_FA_0.3",20,40,30,30,50,40,40,60,50,40,60,50,40,60,50,40,60,50,25,45,35,30,50,40,30,50,40,30,50,40,40,60,50,30,50,40,40,60,50,50,70,60,55,75,65,17,37,27
23,"mm","Chinook_Maria_Slough_SU_0.3",20,40,30,30,50,40,40,60,50,40,60,50,40,60,50,40,60,50,25,45,35,30,50,40,30,50,40,30,50,40,40,60,50,30,50,40,40,60,50,50,70,60,55,75,65,17,37,27
23,"mm","Chinook_LFR_SP_1.3",20,40,30,30,50,40,40,60,50,40,60,50,40,60,50,40,60,50,25,45,35,30,50,40,30,50,40,30,50,40,40,60,50,30,50,40,40,60,50,50,70,60,55,75,65,17,37,27
23,"mm","Chinook_LFR_SU_1.3",20,40,30,30,50,40,40,60,50,40,60,50,40,60,50,40,60,50,25,45,35,30,50,40,30,50,40,30,50,40,40,60,50,30,50,40,40,60,50,50,70,60,55,75,65,17,37,27
23,"mm","Chinook_LFR-Upper_Pitt_SU_1.3",10,30,20,20,40,30,30,50,40,30,50,40,30,50,40,20,40,30,15,35,25,20,40,30,20,40,30,20,40,30,30,50,40,20,40,30,30,50,40,40,60,50,45,65,55,7,27,17
23,"mm","Chinook_BB_FA_0.3",10,30,20,20,40,30,30,50,40,30,50,40,30,50,40,30,50,40,15,35,25,20,40,30,20,40,30,20,40,30,30,50,40,20,40,30,30,50,40,40,60,50,45,65,55,7,27,17
23,"mm","Chum_LFR",20,40,30,20,40,30,40,60,50,40,60,50,40,60,50,40,60,50,25,45,35,30,50,40,30,50,40,30,50,40,20,40,30,25,45,35,30,50,40,50,70,60,55,75,65,17,37,27
23,"mm","Coho_Lillooet",20,40,30,20,40,30,40,60,50,40,60,50,40,60,50,40,60,50,40,60,50,30,50,40,30,50,40,30,50,40,40,60,50,30,50,40,40,60,50,50,70,60,55,75,65,17,37,27
23,"mm","Coho_LFR",20,40,30,20,40,30,40,60,50,40,60,50,40,60,50,40,60,50,40,60,50,30,50,40,30,50,40,30,50,40,40,60,50,30,50,40,40,60,50,50,70,60,55,75,65,17,37,27
23,"mm","Coho_BB",10,30,20,10,30,20,30,50,40,30,50,40,30,50,40,30,50,40,30,50,40,20,40,30,20,40,30,20,40,30,30,50,40,20,40,30,30,50,40,40,60,50,45,65,55,7,27,17
23,"mm","Pink_FR",20,40,30,20,40,30,40,60,50,40,60,50,40,60,50,40,60,50,25,45,35,30,50,40,30,50,40,30,50,40,20,40,30,25,45,35,30,50,40,50,70,60,55,75,65,17,37,27
23,"mm","Sockeye_Chilliwack_ES",20,40,30,30,50,40,30,50,40,30,50,40,40,60,50,30,50,40,20,40,30,35,55,45,30,50,40,30,50,40,20,40,30,25,45,35,30,50,40,45,65,55,50,70,60,17,37,27
23,"mm","Sockeye_Cultus_Late",0,10,5,0,10,5,0,10,5,10,20,15,20,30,25,10,20,15,0,10,5,40,50,45,40,50,45,10,20,15,0,10,5,5,15,10,10,20,15,25,35,30,40,50,45,0,7,2
23,"mm","Sockeye_Harrison_Down_Late(Big_Silver)",20,40,30,30,50,40,30,50,40,30,50,40,40,60,50,40,60,50,20,40,30,35,55,45,30,50,40,30,50,40,20,40,30,25,45,35,30,50,40,45,65,55,50,70,60,17,37,27
23,"mm","Sockeye_Harrison_Up_Late(Weaver)",0,10,5,0,10,5,10,20,15,10,20,15,20,30,25,10,20,15,0,10,5,15,25,20,10,20,15,10,20,15,0,10,5,5,15,10,10,20,15,25,35,30,30,40,35,0,7,2
23,"mm","Sockeye_Pitt_ES",20,40,30,20,40,30,40,60,50,30,50,40,40,60,50,30,50,40,20,40,30,35,55,45,30,50,40,30,50,40,20,40,30,25,45,35,30,50,40,50,70,60,55,75,65,17,37,27
23,"mm","Sockeye_Lillooet/Harrison_Late(Birk)",0,10,5,0,10,5,10,20,15,10,20,15,20,30,25,10,20,15,0,10,5,15,25,20,10,20,15,10,20,15,0,10,5,5,15,10,10,20,15,25,35,30,30,40,35,0,7,2
23,"mm","Sockeye_Harrison_River",20,40,30,30,50,40,30,50,40,30,50,40,40,60,50,30,50,40,20,40,30,35,55,45,30,50,40,30,50,40,20,40,30,25,45,35,30,50,40,45,65,55,50,70,60,17,37,27
23,"mm","Sockeye_Widgeon_River",0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,7,2
24,"7N","Chinook_LFR_FA_0.3",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Chinook_Maria_Slough_SU_0.3",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Chinook_LFR_SP_1.3",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Chinook_LFR_SU_1.3",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Chinook_LFR-Upper_Pitt_SU_1.3",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Chinook_BB_FA_0.3",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Chum_LFR",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Coho_Lillooet",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Coho_LFR",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Coho_BB",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Pink_FR",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Sockeye_Chilliwack_ES",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Sockeye_Cultus_Late",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"7N","Sockeye_Harrison_Down_Late(Big_Silver)",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Sockeye_Harrison_Up_Late(Weaver)",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Sockeye_Pitt_ES",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Sockeye_Lillooet/Harrison_Late(Birk)",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Sockeye_Harrison_River",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"7N","Sockeye_Widgeon_River",25,75,50,25,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,75,NA,NA,NA,NA,NA,NA,75,85,75,85,100,100,NA,NA,NA,50,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Chinook_LFR_FA_0.3",25,85,65,45,90,75,45,90,75,45,90,75,50,90,75,25,85,65,45,90,70,25,85,65,25,85,65,25,85,65,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Chinook_Maria_Slough_SU_0.3",20,70,60,45,90,75,45,90,75,45,90,75,50,90,75,20,70,60,45,90,70,20,70,60,20,70,60,20,70,60,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Chinook_LFR_SP_1.3",10,65,45,45,90,75,45,90,75,45,90,75,50,90,75,20,65,45,45,90,70,20,65,45,20,65,45,20,65,45,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Chinook_LFR_SU_1.3",10,65,45,45,90,75,45,90,75,45,90,75,50,90,75,20,65,45,45,90,70,20,65,45,20,65,45,20,65,45,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Chum_LFR",10,65,25,55,90,75,45,90,75,45,90,75,50,90,75,20,65,40,45,90,70,20,65,40,20,65,40,20,65,40,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Coho_Lillooet",10,70,50,45,90,75,45,90,75,45,90,75,50,90,75,20,70,50,45,90,70,20,70,50,20,70,50,20,70,50,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Coho_LFR",10,70,50,45,90,75,45,90,75,45,90,75,50,90,75,20,70,50,45,90,70,20,70,50,20,70,50,20,70,50,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Pink_FR",45,75,65,55,90,75,45,90,75,45,90,75,50,90,75,45,75,65,45,90,70,45,75,65,45,75,65,45,75,65,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Sockeye_Chilliwack_ES",30,60,45,45,90,75,45,90,75,45,90,75,50,90,75,30,60,45,45,90,70,30,60,45,30,60,45,30,60,45,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Sockeye_Cultus_Late",30,60,40,45,90,75,45,90,75,45,90,75,50,90,75,30,60,40,45,90,70,30,60,40,30,60,40,30,60,40,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Sockeye_Harrison_Down_Late(Big_Silver)",30,60,45,45,90,75,45,90,75,45,90,75,50,90,75,30,60,45,45,90,70,30,60,45,30,60,45,30,60,45,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Sockeye_Harrison_Up_Late(Weaver)",30,60,40,45,90,75,45,90,75,45,90,75,50,90,75,30,60,40,45,90,70,30,60,40,30,60,40,30,60,40,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Sockeye_Lillooet/Harrison_Late(Birk)",30,60,45,45,90,75,45,90,75,45,90,75,50,90,75,30,60,45,45,90,70,30,60,45,30,60,45,30,60,45,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Ik","Sockeye_Harrison_River",30,60,45,45,90,75,45,90,75,45,90,75,50,90,75,30,60,45,45,90,70,30,60,45,30,60,45,30,60,45,50,90,70,50,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Chinook_LFR_FA_0.3",25,50,40,60,85,80,30,55,45,40,70,65,60,80,70,60,80,75,25,50,40,40,60,50,40,80,70,NA,NA,NA,NA,NA,NA,25,80,75,60,85,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Chinook_Maria_Slough_SU_0.3",20,50,45,50,80,70,40,60,50,45,75,70,50,75,60,50,70,65,30,60,50,45,55,50,45,80,70,NA,NA,NA,NA,NA,NA,25,80,75,50,80,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Chinook_LFR_SP_1.3",15,55,50,60,75,65,35,60,50,45,70,60,45,60,50,60,80,75,25,55,50,50,60,55,40,80,75,NA,NA,NA,NA,NA,NA,25,75,70,60,80,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Chinook_LFR_SU_1.3",30,60,55,55,70,60,40,60,55,40,75,55,50,75,60,60,75,70,30,60,55,45,60,55,35,60,55,NA,NA,NA,NA,NA,NA,30,70,65,55,80,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Chum_LFR",25,55,45,65,85,75,35,55,45,50,85,75,65,75,70,25,55,45,45,70,60,50,70,55,45,75,70,NA,NA,NA,NA,NA,NA,50,60,55,65,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Coho_Lillooet",10,50,40,70,85,75,40,55,45,40,80,70,50,70,65,30,50,40,50,80,70,40,60,50,40,80,70,NA,NA,NA,NA,NA,NA,20,80,70,70,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Pink_FR",15,45,40,75,85,80,30,50,45,45,70,65,65,75,70,25,45,40,45,60,50,35,60,50,40,75,60,NA,NA,NA,NA,NA,NA,45,70,60,75,85,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Sockeye_Chilliwack_ES",20,50,30,70,80,75,40,50,45,40,75,60,60,70,65,40,50,45,50,70,60,50,70,60,45,75,65,NA,NA,NA,NA,NA,NA,25,80,70,70,80,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Sockeye_Cultus_Late",15,40,20,50,70,65,30,40,35,30,50,45,40,50,45,15,40,30,30,50,40,20,40,25,30,50,40,NA,NA,NA,NA,NA,NA,20,75,65,50,70,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Sockeye_Harrison_Down_Late(Big_Silver)",25,55,45,65,85,75,40,60,55,45,80,70,60,80,70,25,55,45,45,65,50,45,60,50,50,60,55,NA,NA,NA,NA,NA,NA,25,75,60,65,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Sockeye_Harrison_Up_Late(Weaver)",30,60,50,60,85,80,35,60,50,40,80,50,50,70,60,30,60,50,50,80,70,30,60,50,45,65,60,NA,NA,NA,NA,NA,NA,30,80,70,60,85,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Sockeye_Lillooet/Harrison_Late(Birk)",20,45,35,65,85,75,30,50,40,50,70,60,45,60,50,35,50,40,45,65,60,50,60,55,45,60,50,NA,NA,NA,NA,NA,NA,25,80,70,65,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Uo","Sockeye_Harrison_River",25,55,40,60,70,65,35,55,45,45,70,55,60,80,70,30,55,40,40,70,60,50,60,55,45,65,55,NA,NA,NA,NA,NA,NA,25,80,70,60,80,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
