"expert","Expert","CU_group","BSL_lower","BSL_upper","BSL_best_guess","S01_lower","S01_upper","S01_best_guess","S02_lower","S02_upper","S02_best_guess","S03_lower","S03_upper","S03_best_guess","S04_lower","S04_upper","S04_best_guess","S05_lower","S05_upper","S05_best_guess","S06_lower","S06_upper","S06_best_guess","S07_lower","S07_upper","S07_best_guess","S08_lower","S08_upper","S08_best_guess","S09_lower","S09_upper","S09_best_guess","S10_lower","S10_upper","S10_best_guess","S11_lower","S11_upper","S11_best_guess","S12_1.9.10_lower","S12_1.9.10_upper","S12_1.9.10_best_guess","S13_2.6_lower","S13_2.6_upper","S13_2.6_best_guess","ALL_lower","ALL_upper","ALL_best_guess","S15_Fut_Bas_lower","S15_Fut_Bas_upper","S15_Fut_Bas_best_guess"
16,"cG","Chum_LFR",60,80,70,65,85,75,60,80,70,60,80,70,70,90,80,70,90,80,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,65,85,75,70,90,80,70,90,80,NA,NA,NA
16,"cG","Coho_Lillooet",20,40,30,35,55,45,NA,NA,NA,30,50,40,30,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"cG","Coho_LFR",20,40,30,35,55,45,NA,NA,NA,30,50,40,30,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"cG","Coho_BB",20,40,30,35,55,45,NA,NA,NA,30,50,40,30,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"cG","Pink_FR",50,80,65,60,90,70,50,80,65,50,80,65,60,90,75,50,80,65,50,80,65,50,80,65,50,80,65,50,80,65,50,80,65,50,80,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"IL","Chinook_LFR_FA_0.3",20,40,30,20,60,50,35,80,60,25,80,60,50,80,70,60,75,70,50,90,80,40,70,60,60,85,80,40,70,60,42,60,50,35,75,70,45,80,70,70,95,90,70,95,90,20,40,30
17,"IL","Chinook_Maria_Slough_SU_0.3",20,40,30,20,60,50,35,80,60,25,80,60,50,80,75,60,75,70,30,60,50,60,90,80,60,85,80,40,70,60,42,60,50,35,75,70,45,80,70,70,95,90,70,95,90,20,40,30
17,"IL","Chinook_LFR_SP_1.3",20,40,30,20,60,50,35,80,60,25,70,60,50,80,75,60,75,70,30,60,50,40,70,60,60,80,70,40,70,60,42,60,50,35,75,70,45,80,70,70,95,90,70,95,90,20,40,30
17,"IL","Chinook_LFR_SU_1.3",20,40,30,20,60,50,35,80,60,25,80,60,50,80,75,60,75,70,30,60,50,40,70,60,60,80,70,40,70,60,42,60,50,35,75,70,45,80,70,70,95,90,70,95,90,20,40,30
17,"IL","Chinook_LFR-Upper_Pitt_SU_1.3",20,40,30,20,60,50,35,80,60,25,70,60,50,80,75,60,75,70,30,60,50,40,70,60,60,80,70,40,70,60,42,60,50,35,75,70,45,80,70,70,95,90,70,95,90,20,40,30
17,"IL","Chinook_BB_FA_0.3",5,20,10,10,40,30,35,80,60,10,80,60,60,90,80,60,75,70,40,90,80,40,70,60,60,80,70,40,70,60,42,60,50,35,75,70,45,80,70,70,95,90,70,95,90,5,20,10
17,"IL","Chum_LFR",20,40,30,30,70,60,35,80,60,25,80,60,40,80,75,60,75,70,30,70,65,40,70,60,60,80,70,40,70,60,42,60,50,35,75,70,45,80,70,70,95,90,70,95,90,20,40,30
17,"IL","Coho_Lillooet",10,30,25,40,70,60,35,80,60,30,90,80,60,90,85,60,75,70,30,70,65,40,70,60,60,80,70,40,70,60,42,60,50,20,70,60,45,80,70,70,95,90,70,95,90,10,30,25
17,"IL","Coho_LFR",10,30,25,40,70,60,35,80,60,30,70,40,60,90,85,60,75,70,60,90,80,40,70,60,60,80,70,40,70,60,42,60,50,35,75,70,45,80,70,70,95,90,70,95,90,10,30,25
17,"IL","Coho_BB",5,20,10,40,70,60,35,80,60,30,70,40,60,90,85,60,75,70,40,90,80,40,70,60,60,80,70,40,70,60,42,60,50,35,75,70,45,80,70,70,95,90,70,95,90,5,20,10
17,"IL","Pink_FR",20,40,30,30,70,60,35,80,60,30,90,80,40,80,75,60,75,70,60,95,90,40,70,60,60,80,70,40,70,60,42,60,50,20,70,70,45,80,70,70,95,90,70,95,90,20,40,30
17,"IL","Sockeye_Chilliwack_ES",40,60,50,45,80,60,45,80,60,45,70,65,40,70,65,60,75,70,50,65,60,40,70,60,60,80,70,40,70,60,42,60,50,42,75,70,45,80,70,70,95,90,70,95,90,40,60,50
17,"IL","Sockeye_Cultus_Late",40,60,50,45,80,70,45,80,60,40,70,65,40,70,65,60,75,70,50,65,60,60,80,60,60,80,70,40,70,60,42,60,50,42,75,70,45,80,70,70,95,90,70,95,90,40,60,50
17,"IL","Sockeye_Harrison_Down_Late(Big_Silver)",40,60,50,45,80,70,45,80,60,40,90,70,60,90,70,60,75,70,60,90,80,40,70,60,60,80,70,40,70,60,42,60,50,41,70,60,45,80,70,70,95,90,70,95,90,40,60,50
17,"IL","Sockeye_Harrison_Up_Late(Weaver)",40,60,50,45,80,70,45,80,60,40,90,70,60,90,70,60,75,70,60,90,80,40,70,60,60,80,70,40,70,60,42,60,50,41,70,60,45,80,70,70,95,90,70,95,90,40,60,50
17,"IL","Sockeye_Pitt_ES",40,60,50,45,80,60,45,80,60,40,70,65,40,70,65,60,75,70,50,65,60,40,70,60,60,80,70,40,70,60,42,60,50,42,75,70,45,80,70,70,95,90,70,95,90,40,60,50
17,"IL","Sockeye_Lillooet/Harrison_Late(Birk)",40,60,50,45,80,70,45,80,60,40,70,65,40,70,65,60,75,70,50,65,60,40,70,60,60,80,70,40,70,60,42,60,50,42,75,70,45,80,70,70,95,90,70,95,90,40,60,50
17,"IL","Sockeye_Harrison_River",40,60,50,45,80,60,45,80,60,40,70,65,40,70,65,60,75,70,50,65,60,40,70,60,60,80,70,40,70,60,42,60,50,41,70,60,45,80,70,70,95,90,70,95,90,40,60,50
17,"IL","Sockeye_Widgeon_River",40,60,50,45,80,60,45,80,60,40,70,65,40,70,65,60,75,70,50,65,60,60,90,80,60,85,80,40,70,60,42,60,50,42,75,70,45,80,60,70,95,90,70,95,90,40,60,50
18,"Ko","Chinook_LFR_FA_0.3",60,90,80,70,100,90,60,90,80,65,95,85,60,90,80,80,100,100,60,90,80,60,90,80,60,90,80,60,90,80,70,100,90,NA,NA,NA,80,100,100,90,100,100,85,100,100,60,90,80
18,"Ko","Chinook_Maria_Slough_SU_0.3",50,70,60,70,100,90,50,70,60,55,75,65,50,70,60,70,90,80,50,70,60,50,70,60,50,70,60,50,70,60,60,80,70,NA,NA,NA,80,100,100,80,100,90,75,100,95,50,70,60
18,"Ko","Chinook_LFR_SP_1.3",50,70,60,70,100,90,50,70,60,55,75,65,50,70,60,70,90,80,50,70,60,50,70,60,50,70,60,50,70,60,60,80,70,NA,NA,NA,80,100,100,80,100,90,75,100,95,50,70,60
18,"Ko","Chinook_LFR_SU_1.3",50,70,60,70,100,90,50,70,60,55,75,65,50,70,60,70,90,80,50,70,60,50,70,60,50,70,60,50,70,60,60,80,70,NA,NA,NA,80,100,100,80,100,90,75,100,95,50,70,60
18,"Ko","Chinook_LFR-Upper_Pitt_SU_1.3",40,60,50,70,100,90,40,60,50,45,65,55,40,60,50,60,80,70,40,60,50,40,60,50,40,60,50,40,60,50,50,70,60,NA,NA,NA,80,100,100,70,90,80,75,100,95,40,60,50
18,"Ko","Chinook_BB_FA_0.3",30,50,40,70,100,90,30,50,40,35,55,45,30,50,40,50,70,60,30,50,40,30,50,40,30,50,40,30,50,40,40,60,50,NA,NA,NA,80,100,100,60,80,70,75,100,95,30,50,40
18,"Ko","Chum_LFR",60,80,70,65,85,75,60,80,70,65,85,75,60,80,70,70,90,80,60,80,70,60,80,70,60,80,70,60,80,70,70,90,80,NA,NA,NA,75,95,85,80,100,90,75,95,85,60,80,70
18,"Ko","Coho_Lillooet",40,60,50,55,75,65,40,60,50,45,65,55,40,60,50,50,70,60,50,70,60,40,60,50,40,60,50,40,60,50,50,70,60,NA,NA,NA,65,85,75,60,80,70,60,80,70,40,60,50
18,"Ko","Coho_LFR",40,60,50,55,75,65,40,60,50,45,65,55,40,60,50,50,70,60,50,70,60,40,60,50,40,60,50,40,60,50,50,70,60,NA,NA,NA,65,85,75,60,80,70,60,80,70,40,60,50
18,"Ko","Coho_BB",40,60,50,55,75,65,40,60,50,45,65,55,40,60,50,50,70,60,50,70,60,40,60,50,40,60,50,40,60,50,50,70,60,NA,NA,NA,65,85,75,60,80,70,60,80,70,40,60,50
18,"Ko","Pink_FR",60,80,70,65,85,75,60,80,70,65,85,75,60,80,70,70,90,80,60,80,70,60,80,70,60,80,70,60,80,70,70,90,80,NA,NA,NA,75,95,85,80,100,90,75,95,85,60,80,70
18,"Ko","Sockeye_Chilliwack_ES",60,80,70,80,100,90,60,80,70,65,85,75,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,NA,NA,NA,90,100,100,70,90,80,85,100,95,60,80,70
18,"Ko","Sockeye_Cultus_Late",20,40,30,80,100,90,20,40,30,25,45,35,20,40,30,20,40,30,20,40,30,20,40,30,20,40,30,20,40,30,20,40,30,NA,NA,NA,90,100,100,30,50,40,85,100,95,20,40,30
18,"Ko","Sockeye_Harrison_Down_Late(Big_Silver)",60,80,70,80,100,90,60,80,70,65,85,75,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,NA,NA,NA,90,100,100,70,90,80,85,100,95,60,80,70
18,"Ko","Sockeye_Harrison_Up_Late(Weaver)",40,60,50,80,100,90,40,60,50,45,65,55,40,60,50,40,60,50,40,60,50,40,60,50,40,60,50,40,60,50,40,60,50,NA,NA,NA,90,100,100,50,70,60,85,100,95,40,60,50
18,"Ko","Sockeye_Pitt_ES",60,80,70,80,100,90,60,80,70,65,85,75,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,60,80,70,NA,NA,NA,90,100,100,70,90,80,85,100,95,60,80,70
18,"Ko","Sockeye_Lillooet/Harrison_Late(Birk)",50,70,60,80,100,90,50,70,60,55,75,65,50,70,60,50,70,60,50,70,60,50,70,60,50,70,60,50,70,60,50,70,60,NA,NA,NA,90,100,100,60,80,70,85,100,95,50,70,60
18,"Ko","Sockeye_Harrison_River",70,90,80,80,100,90,70,90,80,75,95,85,70,90,80,70,90,80,70,90,80,70,90,80,70,90,80,70,90,80,70,90,80,NA,NA,NA,90,100,100,80,100,90,85,100,95,70,90,80
18,"Ko","Sockeye_Widgeon_River",20,40,30,80,100,90,20,40,30,25,45,35,20,40,30,20,40,30,20,40,30,20,40,30,20,40,30,20,40,30,20,40,30,NA,NA,NA,90,100,100,30,50,40,85,100,95,20,40,30
19,"Hw","Chinook_LFR_FA_0.3",20,40,30,25,45,35,30,60,45,50,90,70,40,80,60,50,90,70,40,80,60,30,70,50,40,80,60,50,90,70,40,80,60,40,80,60,60,100,80,60,100,80,60,100,80,20,70,30
19,"Hw","Chinook_LFR_SP_1.3",20,40,30,25,45,35,30,60,45,40,80,60,40,80,60,50,90,70,40,80,60,30,70,50,40,80,60,50,90,70,40,80,60,40,80,60,60,100,80,60,100,80,60,100,80,20,70,30
19,"Hw","Chinook_BB_FA_0.3",20,40,30,25,45,35,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,50,90,70,60,100,80,60,100,80,10,30,20
19,"Hw","Chum_LFR",20,40,30,25,45,35,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Coho_Lillooet",20,40,30,25,45,35,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,30,70,50,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Coho_LFR",15,35,25,20,40,30,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,30,70,50,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Coho_BB",20,40,30,20,40,30,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Pink_FR",20,40,30,25,45,35,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Sockeye_Chilliwack_ES",20,40,30,25,45,35,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Sockeye_Cultus_Late",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Hw","Sockeye_Harrison_Down_Late(Big_Silver)",20,40,30,20,40,30,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Sockeye_Harrison_Up_Late(Weaver)",15,35,25,20,40,30,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Sockeye_Pitt_ES",15,25,25,20,40,30,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Sockeye_Lillooet/Harrison_Late(Birk)",15,35,25,20,40,30,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Sockeye_Harrison_River",15,35,25,20,40,30,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
19,"Hw","Sockeye_Widgeon_River",15,35,25,20,40,30,30,60,45,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,40,80,60,60,100,80,60,100,80,10,30,20
20,"tA","Chinook_LFR_FA_0.3",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Chinook_Maria_Slough_SU_0.3",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Chinook_LFR_SP_1.3",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Chinook_LFR_SU_1.3",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Chinook_LFR-Upper_Pitt_SU_1.3",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Chinook_BB_FA_0.3",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Chum_LFR",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Coho_Lillooet",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Coho_LFR",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Coho_BB",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Pink_FR",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Sockeye_Chilliwack_ES",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Sockeye_Cultus_Late",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Sockeye_Harrison_Down_Late(Big_Silver)",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Sockeye_Harrison_Up_Late(Weaver)",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Sockeye_Pitt_ES",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Sockeye_Lillooet/Harrison_Late(Birk)",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Sockeye_Harrison_River",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
20,"tA","Sockeye_Widgeon_River",10,30,20,70,90,80,30,70,50,40,80,70,30,70,60,10,50,30,30,80,60,10,30,20,50,80,70,30,70,50,70,100,80,10,30,20,70,100,80,40,80,70,70,100,80,NA,NA,NA
21,"n5","Chinook_LFR_FA_0.3",10,30,30,50,70,60,50,70,60,50,80,70,50,70,70,50,80,80,50,80,80,10,50,50,50,80,80,20,60,50,20,60,50,20,60,50,60,90,85,50,100,90,50,100,100,0,50,50
21,"n5","Chinook_Maria_Slough_SU_0.3",10,30,30,30,70,60,50,90,90,50,80,80,50,80,80,50,80,80,50,90,90,30,70,60,30,70,60,30,70,60,30,70,60,30,80,70,50,100,90,50,90,90,50,100,100,0,50,10
21,"n5","Chinook_LFR_SP_1.3",10,30,30,10,80,80,50,80,80,50,80,80,50,80,80,50,80,80,50,80,80,20,60,60,50,80,70,10,60,40,10,60,50,10,30,30,50,100,100,80,100,100,50,80,80,0,50,10
21,"n5","Chinook_LFR_SU_1.3",10,30,30,20,60,60,20,50,50,30,70,50,20,50,50,30,60,60,50,70,60,30,70,60,30,70,50,20,50,50,20,50,50,10,50,30,50,80,80,50,80,70,50,70,70,0,50,10
21,"n5","Chinook_LFR-Upper_Pitt_SU_1.3",10,30,30,10,30,30,20,60,50,10,30,30,20,60,50,20,60,50,30,60,60,20,60,50,30,70,60,20,50,50,30,70,60,10,50,50,50,70,70,50,80,80,50,90,80,0,50,10
21,"n5","Chinook_BB_FA_0.3",0,10,10,50,80,70,50,70,60,50,70,50,50,70,60,50,70,60,50,80,70,40,80,80,50,80,80,50,80,80,20,30,30,30,50,50,70,90,80,70,90,90,50,90,80,0,50,10
21,"n5","Chum_LFR",10,30,30,50,75,70,50,80,75,50,70,60,50,80,70,50,80,70,50,80,70,50,70,70,50,90,80,50,70,70,50,70,70,50,80,70,50,80,70,50,90,90,50,90,80,0,50,10
21,"n5","Coho_Lillooet",10,30,30,20,70,70,20,80,70,30,80,70,20,70,60,10,90,90,10,50,50,20,50,50,20,90,80,20,70,70,10,50,50,20,80,70,50,80,80,50,90,90,30,90,90,0,50,10
21,"n5","Coho_LFR",10,30,30,10,70,50,15,70,50,20,70,60,20,70,70,10,80,70,20,70,70,20,50,50,20,80,70,10,50,50,20,70,70,20,80,70,50,80,80,50,80,70,50,90,90,0,50,10
21,"n5","Coho_BB",10,20,20,10,80,80,20,80,80,50,90,80,50,90,80,50,90,80,30,100,80,30,80,80,20,80,70,30,80,80,30,80,70,10,90,70,50,90,80,50,100,90,50,100,90,0,50,10
21,"n5","Pink_FR",10,40,30,20,70,60,30,80,70,20,80,70,30,80,70,30,90,70,30,70,60,20,80,70,30,80,70,10,60,50,10,70,60,10,60,50,50,80,70,50,90,80,50,90,70,0,50,10
21,"n5","Sockeye_Chilliwack_ES",20,60,60,20,70,70,20,80,70,20,70,60,20,80,70,20,70,60,20,80,70,20,90,80,20,90,80,20,70,60,20,70,70,20,60,60,50,90,80,50,90,80,50,100,90,0,50,10
21,"n5","Sockeye_Cultus_Late",20,50,40,20,60,50,20,50,50,20,80,70,20,70,60,20,80,70,20,80,70,20,100,90,20,100,90,20,90,80,20,70,60,20,50,50,50,100,90,50,80,70,50,100,90,0,50,10
21,"n5","Sockeye_Harrison_Down_Late(Big_Silver)",40,90,80,40,90,80,50,100,90,50,90,80,50,90,80,50,90,80,40,90,80,40,100,90,50,100,80,40,90,80,40,90,80,40,90,80,50,100,80,50,100,90,50,100,100,0,50,10
21,"n5","Sockeye_Harrison_Up_Late(Weaver)",10,20,20,30,80,70,10,80,70,20,70,60,10,60,50,10,70,60,20,80,70,10,70,60,20,70,60,10,70,60,10,60,50,10,50,50,50,100,70,50,90,90,50,80,70,0,50,10
21,"n5","Sockeye_Pitt_ES",20,60,55,70,100,90,50,100,80,50,90,80,50,80,80,50,90,80,50,100,90,50,100,90,50,100,90,50,100,90,50,100,90,30,100,90,70,100,90,50,100,100,80,100,100,0,50,10
21,"n5","Sockeye_Lillooet/Harrison_Late(Birk)",20,50,40,20,70,50,20,50,50,20,80,70,50,100,90,50,100,90,50,100,90,50,80,70,50,90,80,60,100,90,60,100,90,20,100,100,60,100,90,70,100,100,90,100,100,0,50,10
21,"n5","Sockeye_Harrison_River",10,20,20,20,60,50,20,50,50,30,60,50,30,70,60,20,60,50,20,60,50,20,60,50,30,80,70,10,60,50,10,50,50,20,60,50,40,70,60,50,80,80,50,80,70,0,50,10
21,"n5","Sockeye_Widgeon_River",20,40,35,20,60,50,50,70,60,20,60,60,30,70,60,20,70,60,20,50,50,20,50,50,20,70,60,20,50,50,20,50,50,20,50,50,50,70,60,50,70,60,50,70,70,0,50,10
22,"Hf","Chinook_LFR_FA_0.3",25,45,40,36,56,40,35,55,49,35,55,51,45,70,68,NA,NA,NA,NA,NA,NA,38,48,45,NA,NA,NA,37,48,47,NA,NA,NA,43,70,68,37,57,48,51,80,73,60,80,75,NA,NA,NA
22,"Hf","Chinook_Maria_Slough_SU_0.3",20,30,25,20,39,34,25,50,45,25,65,60,50,60,55,NA,NA,NA,NA,NA,NA,25,35,30,NA,NA,NA,25,36,28,NA,NA,NA,30,60,59,45,57,55,50,70,67,55,73,65,NA,NA,NA
22,"Hf","Chinook_LFR_SP_1.3",20,44,32,25,50,40,26,50,47,35,55,50,23,58,57,NA,NA,NA,NA,NA,NA,24,49,45,NA,NA,NA,26,48,46,NA,NA,NA,39,75,75,48,68,67,75,85,75,75,80,77,NA,NA,NA
22,"Hf","Chinook_LFR_SU_1.3",25,49,35,25,51,50,28,65,52,52,68,54,40,74,58,NA,NA,NA,NA,NA,NA,30,49,45,NA,NA,NA,28,49,48,NA,NA,NA,43,70,67,43,76,57,54,80,80,54,80,74,NA,NA,NA
22,"Hf","Chinook_LFR-Upper_Pitt_SU_1.3",20,28,25,21,28,26,22,59,45,25,61,34,25,70,57,NA,NA,NA,NA,NA,NA,22,39,27,NA,NA,NA,22,49,45,NA,NA,NA,35,75,72,47,62,59,55,75,59,57,80,75,NA,NA,NA
22,"Hf","Chinook_BB_FA_0.3",10,45,22,15,45,30,25,53,44,40,57,50,45,60,52,NA,NA,NA,NA,NA,NA,15,52,28,NA,NA,NA,25,52,42,NA,NA,NA,25,57,49,28,76,56,45,67,65,60,65,60,NA,NA,NA
22,"Hf","Chum_LFR",25,52,45,27,75,52,27,70,51,25,75,57,30,76,60,NA,NA,NA,NA,NA,NA,28,55,49,NA,NA,NA,30,66,50,NA,NA,NA,40,74,57,35,75,63,50,76,63,64,88,75,NA,NA,NA
22,"Hf","Coho_Lillooet",22,33,27,25,61,50,25,58,50,27,70,55,32,66,59,NA,NA,NA,NA,NA,NA,25,53,35,NA,NA,NA,30,67,53,NA,NA,NA,39,70,53,45,74,56,46,73,59,58,79,72,NA,NA,NA
22,"Hf","Coho_BB",10,20,10,10,20,10,20,50,40,20,30,25,50,60,55,NA,NA,NA,NA,NA,NA,15,28,25,NA,NA,NA,11,21,11,NA,NA,NA,20,30,20,11,22,13,50,60,55,50,60,55,NA,NA,NA
22,"Hf","Pink_FR",30,68,50,31,74,51,30,74,50,32,68,54,32,70,56,NA,NA,NA,NA,NA,NA,30,68,54,NA,NA,NA,35,72,50,NA,NA,NA,44,72,52,75,81,79,62,74,72,80,90,90,NA,NA,NA
22,"Hf","Sockeye_Chilliwack_ES",25,55,45,25,56,51,25,55,50,26,73,52,28,65,58,NA,NA,NA,NA,NA,NA,29,55,51,NA,NA,NA,26,55,47,NA,NA,NA,29,65,58,40,72,68,43,77,58,55,85,80,NA,NA,NA
22,"Hf","Sockeye_Cultus_Late",15,20,18,19,30,25,18,25,22,19,33,22,18,39,27,NA,NA,NA,NA,NA,NA,18,23,23,NA,NA,NA,20,23,22,NA,NA,NA,21,43,25,28,31,29,20,75,39,35,45,45,NA,NA,NA
22,"Hf","Sockeye_Harrison_Down_Late(Big_Silver)",25,45,33,25,53,50,30,50,49,35,55,50,30,60,55,NA,NA,NA,NA,NA,NA,28,53,52,NA,NA,NA,41,51,46,NA,NA,NA,50,70,68,41,56,56,48,75,60,70,75,74,NA,NA,NA
22,"Hf","Sockeye_Harrison_Up_Late(Weaver)",15,20,18,25,55,50,25,50,40,35,40,35,35,50,45,NA,NA,NA,NA,NA,NA,20,30,28,NA,NA,NA,20,22,20,NA,NA,NA,20,30,20,32,73,53,50,75,62,60,75,70,NA,NA,NA
