Conservation_Unit,Strategy,Lower,Best.Guess,Upper
Coho_LFR,S02,25.663690471428573,44.90089285107143,59.971130945357146
Coho_LFR,S03,25.048125,43.94125,59.185
Coho_LFR,S04,27.27283333333333,47.99933333333333,61.355666666666664
Coho_LFR,S05,22.8875,41.303333333333335,54.891666666666666
Coho_LFR,S06,27.689732142857146,48.169642857142854,62.86160714285714
Coho_LFR,S07,21.01488095,39.202142854,53.74880952
Coho_LFR,S08,28.395833333333336,46.04166666666667,59.16666666666667
Coho_LFR,S09,23.486160714285713,40.456696428571426,53.377678571428575
Coho_LFR,S10,27.446904756142857,44.389880946428576,58.46607142214286
Coho_LFR,S11,24.6875,44.75,58.125
Coho_LFR,S12,30.32518697076923,49.36832265538462,63.485576929230774
Coho_LFR,S13,35.235939111923074,55.763871806153844,70.21068270423076
Coho_LFR,ALL,39.572095729230774,58.52461102769231,71.91516828307692
Coho_LFR,S15,12.354166666666666,24.75,39.541666666666664
Coho_Lillooet,BSL,17.3125,33.25,45.5
Coho_Lillooet,S01,27.910527343749997,44.938359375,57.40642578125
Coho_Lillooet,S02,26.211964281357144,45.06732142278572,58.63035713642857
Coho_Lillooet,S03,26.634999999999998,46.937125,60.83975
Coho_Lillooet,S04,28.64783333333333,47.22253333333333,60.2128
Coho_Lillooet,S05,25.503571428571426,43.92321428571429,56.17321428571429
Coho_Lillooet,S06,28.5625,48.15625,61.8125
Coho_Lillooet,S07,22.5422023785,38.9874404735,52.3544642825
Coho_Lillooet,S08,30.080357142857142,47.46875,60.299107142857146
Coho_Lillooet,S09,24.69480769230769,43.18096153846154,55.56278846153846
Coho_Lillooet,S10,28.52069443883333,44.9020833275,59.09409721541667
Coho_Lillooet,S11,25.9125,45.3,59.099999999999994
Coho_Lillooet,S12,33.33740652261538,51.06096421553846,65.14663462215384
Coho_Lillooet,S13,34.438763202749996,56.2759458445,69.27056598375
Coho_Lillooet,ALL,36.35738116533334,59.429519426666666,73.17549196533334
Coho_Lillooet,S15,13.0125,27.95,44.2
Pink_FR,BSL,27.142857142857142,45.476190476190474,60.142857142857146
Pink_FR,S01,34.984940476190474,53.31827380952381,69.14796130952381
Pink_FR,S02,31.568273807357144,50.92285714019047,68.00648213900715
Pink_FR,S03,32.450325892857144,54.34315922619047,69.99504464285715
Pink_FR,S04,33.45825714285714,54.012390476190475,70.27525714285714
Pink_FR,S05,33.050357142857145,52.42619047619047,67.78785714285715
Pink_FR,S06,34.65848214285714,54.210565476190474,71.31473214285714
Pink_FR,S07,30.884085211278194,50.30237468445363,66.50294485917294
Pink_FR,S08,36.68973214285714,55.226190476190474,71.11160714285714
Pink_FR,S09,32.25404135338346,51.339019423558895,66.57693609022557
Pink_FR,S10,32.580496029023806,52.31947750980159,68.83568121257937
Pink_FR,S11,31.832857142857144,51.32119047619047,67.10785714285714
Pink_FR,S12,40.579633767857146,59.414606761857144,73.86628500252381
Pink_FR,S13,42.47916808779464,62.745649859565475,77.58415194298215
Pink_FR,ALL,45.41944471932773,64.36199763854341,79.31296677862186
Pink_FR,S15,21.214285714285715,38.83333333333333,55.28571428571429
Sockeye_Chilliwack_ES,BSL,23.157894736842106,40.78947368421053,56.578947368421055
Sockeye_Chilliwack_ES,S01,30.870559210526316,50.00794407894737,65.24651315789474
Sockeye_Chilliwack_ES,S02,27.162796695665637,46.79682662244582,63.18703560047988
Sockeye_Chilliwack_ES,S03,27.868997678018577,48.34219427244582,64.729903250774
Sockeye_Chilliwack_ES,S04,28.99565944272446,49.89312074303405,65.76424148606812
Sockeye_Chilliwack_ES,S05,27.246130030959755,45.899767801857585,61.48482972136223
Sockeye_Chilliwack_ES,S06,28.520394736842107,48.589473684210525,65.11019736842105
Sockeye_Chilliwack_ES,S07,26.667634318529608,46.16515076502303,61.91019736592106
Sockeye_Chilliwack_ES,S08,31.760835913312697,50.587267801857585,66.6157120743034
Sockeye_Chilliwack_ES,S09,27.656488486842107,46.21634868421053,62.11293174342106
Sockeye_Chilliwack_ES,S10,28.234873900967106,46.615515347960525,63.44535361498355
Sockeye_Chilliwack_ES,S11,27.28011695906433,48.48947368421052,63.38450292397661
Sockeye_Chilliwack_ES,S12,34.84789040059211,55.01902013008553,69.55887358817105
Sockeye_Chilliwack_ES,S13,34.06371585324211,53.52820591261053,70.41742626402106
Sockeye_Chilliwack_ES,ALL,38.577919366175436,60.582341118877196,75.45121631775439
Sockeye_Chilliwack_ES,S15,18.31174089068826,33.25101214574899,51.34817813765182
Sockeye_Cultus_Late,BSL,8.095238095238095,13.714285714285714,21.428571428571427
Sockeye_Cultus_Late,S01,14.375550595238094,22.752619047619046,30.068154761904758
Sockeye_Cultus_Late,S02,10.299841268761904,18.382857140571428,26.777976187857142
Sockeye_Cultus_Late,S03,10.637738095238095,19.58625,27.42160714285714
Sockeye_Cultus_Late,S04,11.829619047619047,21.943142857142856,29.822666666666663
Sockeye_Cultus_Late,S05,9.137738095238095,17.01553571428571,24.903571428571425
Sockeye_Cultus_Late,S06,10.789317042606516,19.102443609022554,26.624295112781954
Sockeye_Cultus_Late,S07,11.578321426938095,19.756369044785714,28.110404758771427
Sockeye_Cultus_Late,S08,14.392113095238095,24.073660714285715,31.991071428571427
Sockeye_Cultus_Late,S09,9.598527568922306,17.442443609022554,25.87830827067669
Sockeye_Cultus_Late,S10,11.844931075817042,18.970864659022556,27.561246864097743
Sockeye_Cultus_Late,S11,9.950238095238095,19.209285714285713,26.958571428571428
Sockeye_Cultus_Late,S12,17.060255459438096,25.194667662685717,33.231436015971425
Sockeye_Cultus_Late,S13,15.15958300607143,25.20816581245238,36.70283069523809
Sockeye_Cultus_Late,ALL,20.26894174997494,29.958003725233084,39.779975445413534
Sockeye_Cultus_Late,S15,6.532738095238095,10.714285714285714,19.366071428571427
Sockeye_Harrison_Down_Late(Big_Silver),BSL,25.27777777777778,42.111111111111114,56.111111111111114
Sockeye_Harrison_Down_Late(Big_Silver),S01,33.03125,51.29897569444445,65.33774305555556
Sockeye_Harrison_Down_Late(Big_Silver),S02,29.482924834542484,48.158513068934646,62.318709147287585
Sockeye_Harrison_Down_Late(Big_Silver),S03,30.88623366013072,50.03772875816994,64.33684640522875
Sockeye_Harrison_Down_Late(Big_Silver),S04,32.421895424836606,50.76569934640523,65.500522875817
Sockeye_Harrison_Down_Late(Big_Silver),S05,29.161601307189542,46.40375816993465,60.40375816993465
Sockeye_Harrison_Down_Late(Big_Silver),S06,30.884027777777778,49.423611111111114,64.64236111111111
Sockeye_Harrison_Down_Late(Big_Silver),S07,28.07668402646528,46.28725694248612,60.020694442611116
Sockeye_Harrison_Down_Late(Big_Silver),S08,33.880718954248366,49.51919934640523,64.23611111111111
Sockeye_Harrison_Down_Late(Big_Silver),S09,30.311918402777778,47.573689236111115,61.14525173611111
Sockeye_Harrison_Down_Late(Big_Silver),S10,30.249333330844443,47.65972221944445,62.54749999677778
Sockeye_Harrison_Down_Late(Big_Silver),S11,30.466013071895425,49.72875816993464,63.31699346405229
Sockeye_Harrison_Down_Late(Big_Silver),S12,35.39567057640278,53.518934465736116,67.84141710473611
Sockeye_Harrison_Down_Late(Big_Silver),S13,35.7351902828492,55.9561361178254,70.10342361789682
Sockeye_Harrison_Down_Late(Big_Silver),ALL,40.46765278577778,60.56911074204445,73.83263195377778
Sockeye_Harrison_Down_Late(Big_Silver),S15,18.50854700854701,33.034188034188034,48.572649572649574
Sockeye_Harrison_River,BSL,25.789473684210527,42.89473684210526,57.36842105263158
Sockeye_Harrison_River,S01,34.23667763157895,52.37029605263157,66.73379934210527
Sockeye_Harrison_River,S02,30.595356034798762,49.823217230869965,64.57724457851394
Sockeye_Harrison_River,S03,31.210981037151704,50.93352360681114,65.59415634674923
Sockeye_Harrison_River,S04,33.13770897832818,53.30473684210526,67.90089164086687
Sockeye_Harrison_River,S05,30.899767801857585,49.84473684210526,63.909597523219816
Sockeye_Harrison_River,S06,31.151973684210528,51.18223684210526,67.11842105263159
Sockeye_Harrison_River,S07,29.74348409902303,48.181559756292756,63.09951479994408
Sockeye_Harrison_River,S08,35.587267801857585,53.64841331269349,68.12209752321982
Sockeye_Harrison_River,S09,30.10955180921053,49.03567434210526,63.86638980263158
Sockeye_Harrison_River,S10,30.866452848335527,49.76114308866776,65.27519188200658
Sockeye_Harrison_River,S11,30.689473684210526,50.67251461988304,65.53508771929825
Sockeye_Harrison_River,S12,36.71357308033553,55.95528372160526,69.94524397363158
Sockeye_Harrison_River,S13,37.703395912210524,57.23726629350526,72.48993772663158
Sockeye_Harrison_River,ALL,41.899947177543865,61.53685617010526,75.78039075929826
Sockeye_Harrison_River,S15,20.558704453441297,36.125506072874494,54.44534412955466
Sockeye_Harrison_Up_Late(Weaver),BSL,13.157894736842104,26.473684210526315,39.21052631578947
Sockeye_Harrison_Up_Late(Weaver),S01,21.421463815789473,38.483404605263154,52.24860197368421
Sockeye_Harrison_Up_Late(Weaver),S02,16.372941031564327,33.92502679947076,48.855665199956135
Sockeye_Harrison_Up_Late(Weaver),S03,18.278207236842103,34.66618421052632,49.62771381578948
Sockeye_Harrison_Up_Late(Weaver),S04,19.905116959064326,36.189684210526316,50.77719298245614
Sockeye_Harrison_Up_Late(Weaver),S05,16.439839181286548,32.26535087719298,45.38830409356725
Sockeye_Harrison_Up_Late(Weaver),S06,18.642269736842103,36.299856085526315,51.32185444078947
Sockeye_Harrison_Up_Late(Weaver),S07,15.157113485904604,31.360663374901314,45.652453396101976
Sockeye_Harrison_Up_Late(Weaver),S08,21.5218653250774,35.793537151702786,48.76934984520123
Sockeye_Harrison_Up_Late(Weaver),S09,17.799300986842105,33.150168585526316,46.24404194078947
Sockeye_Harrison_Up_Late(Weaver),S10,18.442946817529606,33.96430920677631,48.36573464453947
Sockeye_Harrison_Up_Late(Weaver),S11,17.669005847953215,34.32923976608187,47.182748538011694
Sockeye_Harrison_Up_Late(Weaver),S12,25.331614359092107,41.99316121240132,57.874209047914476
Sockeye_Harrison_Up_Late(Weaver),S13,25.759158631842105,43.15317532972631,57.53963743578947
Sockeye_Harrison_Up_Late(Weaver),ALL,31.339714822175438,48.19980846439299,63.146086934456136
Sockeye_Harrison_Up_Late(Weaver),S15,11.234817813765181,23.16599190283401,38.59514170040486
Sockeye_Lillooet/Harrison_Late(Birk),BSL,17.63157894736842,30.789473684210527,42.10526315789474
Sockeye_Lillooet/Harrison_Late(Birk),S01,25.16060855263158,40.52212171052632,53.30699013157895
Sockeye_Lillooet/Harrison_Late(Birk),S02,21.235990710309597,36.79682662244582,49.113841585835914
Sockeye_Lillooet/Harrison_Late(Birk),S03,22.866137770897833,39.12737809597523,50.89184404024768
Sockeye_Lillooet/Harrison_Late(Birk),S04,24.367461300309596,40.587120743034056,52.515263157894736
Sockeye_Lillooet/Harrison_Late(Birk),S05,22.946284829721364,37.73947368421052,48.64643962848297
Sockeye_Lillooet/Harrison_Late(Birk),S06,24.94407894736842,41.27072368421052,53.56151315789474
Sockeye_Lillooet/Harrison_Late(Birk),S07,22.296422695180922,36.031869515085525,47.79192982189474
Sockeye_Lillooet/Harrison_Late(Birk),S08,27.42937306501548,40.587267801857585,51.42511609907121
Sockeye_Lillooet/Harrison_Late(Birk),S09,23.236969572368423,37.78728618421053,48.78174753289474
Sockeye_Lillooet/Harrison_Late(Birk),S10,24.789287277118422,39.73660909639803,52.50890898601974
Sockeye_Lillooet/Harrison_Late(Birk),S11,22.376023391812865,40.628362573099416,51.63304093567252
Sockeye_Lillooet/Harrison_Late(Birk),S12,30.16809153849342,46.10739903671053,59.116222365144736
Sockeye_Lillooet/Harrison_Late(Birk),S13,29.545501175368422,45.452762580210525,58.83057705489474
Sockeye_Lillooet/Harrison_Late(Birk),ALL,35.35309979003509,50.76646081594386,63.73932756322807
Sockeye_Lillooet/Harrison_Late(Birk),S15,14.17004048582996,26.327935222672068,39.18218623481782
Sockeye_Pitt_ES,BSL,25.11111111111111,45.111111111111114,58.05555555555556
Sockeye_Pitt_ES,S01,32.86458333333333,52.51567708333334,66.08039930555556
Sockeye_Pitt_ES,S02,31.15350694148611,51.621579857923614,66.77873263461805
Sockeye_Pitt_ES,S03,30.55365017361111,51.86462673611111,65.52414930555555
Sockeye_Pitt_ES,S04,31.22698611111111,52.83186111111112,66.60043055555556
Sockeye_Pitt_ES,S05,31.62673611111111,53.58142361111111,67.61180555555555
Sockeye_Pitt_ES,S06,30.71736111111111,52.91111111111111,67.07430555555555
Sockeye_Pitt_ES,S07,28.70970485942361,50.486788191923615,63.69779513624306
Sockeye_Pitt_ES,S08,35.625816993464056,56.34272875816994,70.72099673202615
Sockeye_Pitt_ES,S09,31.96611111111111,54.00118923611112,67.37407118055556
Sockeye_Pitt_ES,S10,32.08016666317778,53.76694444011112,68.04305555055555
Sockeye_Pitt_ES,S11,30.587581699346405,55.03464052287582,68.76143790849673
Sockeye_Pitt_ES,S12,36.59955512548611,58.29258898023612,71.23703342468056
Sockeye_Pitt_ES,S13,37.80402056171111,61.469842785711116,73.40618611855555
Sockeye_Pitt_ES,ALL,43.14908768311111,64.01214876311111,76.95659320755556
Sockeye_Pitt_ES,S15,20.61111111111111,37.3968253968254,53.55555555555556
Sockeye_Widgeon_River,BSL,12.222222222222221,22.77777777777778,32.77777777777778
Sockeye_Widgeon_River,S01,19.20034722222222,30.725086805555556,41.694270833333334
Sockeye_Widgeon_River,S02,15.626388887222221,27.18316993248366,38.584885618071894
Sockeye_Widgeon_River,S03,15.587295751633986,28.76013071895425,39.32097630718955
Sockeye_Widgeon_River,S04,15.896339869281045,29.10542483660131,40.534248366013074
Sockeye_Widgeon_River,S05,15.697222222222221,28.70571895424837,38.50130718954249
Sockeye_Widgeon_River,S06,15.39097222222222,28.62777777777778,39.60277777777778
Sockeye_Widgeon_River,S07,15.332118054097222,27.75361110877778,37.88689235871528
Sockeye_Widgeon_River,S08,19.630310457516337,32.09763071895425,42.09763071895425
Sockeye_Widgeon_River,S09,16.288178104575163,28.01983660130719,37.98623366013072
Sockeye_Widgeon_River,S10,16.46690972009722,27.97960069184028,39.436111107777776
Sockeye_Widgeon_River,S11,16.01045751633987,28.336601307189543,38.748366013071895
Sockeye_Widgeon_River,S12,22.921058010222225,34.99417892577778,46.625561687777775
Sockeye_Widgeon_River,S13,22.961935769097224,35.45063976309028,47.59858247246528
Sockeye_Widgeon_River,ALL,27.452711869281046,39.83592618248366,50.648218963660135
Sockeye_Widgeon_River,S15,9.365079365079364,17.20634920634921,29.706349206349206
