expert,code,CU_group,Estimate,Value,Strategy,Est.Type
23,mm,Chinook_LFR_SU_1.3,S01_best_guess,40,S01,Best.Guess
23,mm,Chinook_LFR-Upper_Pitt_SU_1.3,S01_best_guess,30,S01,Best.Guess
23,mm,Chinook_BB_FA_0.3,S01_best_guess,30,S01,Best.Guess
23,mm,Chum_LFR,S01_best_guess,30,S01,Best.Guess
23,mm,Coho_Lillooet,S01_best_guess,30,S01,Best.Guess
23,mm,Coho_LFR,S01_best_guess,30,S01,Best.Guess
23,mm,Coho_BB,S01_best_guess,20,S01,Best.Guess
23,mm,Pink_FR,S01_best_guess,30,S01,Best.Guess
23,mm,Sockeye_Chilliwack_ES,S01_best_guess,40,S01,Best.Guess
23,mm,Sockeye_Cultus_Late,S01_best_guess,5,S01,Best.Guess
23,mm,Sockeye_Harrison_Down_Late(Big_Silver),S01_best_guess,40,S01,Best.Guess
23,mm,Sockeye_Harrison_Up_Late(Weaver),S01_best_guess,5,S01,Best.Guess
23,mm,Sockeye_Pitt_ES,S01_best_guess,30,S01,Best.Guess
23,mm,Sockeye_Lillooet/Harrison_Late(Birk),S01_best_guess,5,S01,Best.Guess
23,mm,Sockeye_Harrison_River,S01_best_guess,40,S01,Best.Guess
23,mm,Sockeye_Widgeon_River,S01_best_guess,5,S01,Best.Guess
24,7N,Chinook_LFR_FA_0.3,S01_best_guess,50,S01,Best.Guess
24,7N,Chinook_Maria_Slough_SU_0.3,S01_best_guess,50,S01,Best.Guess
24,7N,Chinook_LFR_SP_1.3,S01_best_guess,50,S01,Best.Guess
24,7N,Chinook_LFR_SU_1.3,S01_best_guess,50,S01,Best.Guess
24,7N,Chinook_LFR-Upper_Pitt_SU_1.3,S01_best_guess,50,S01,Best.Guess
24,7N,Chinook_BB_FA_0.3,S01_best_guess,50,S01,Best.Guess
24,7N,Chum_LFR,S01_best_guess,50,S01,Best.Guess
24,7N,Coho_Lillooet,S01_best_guess,50,S01,Best.Guess
24,7N,Coho_LFR,S01_best_guess,50,S01,Best.Guess
24,7N,Coho_BB,S01_best_guess,50,S01,Best.Guess
24,7N,Pink_FR,S01_best_guess,50,S01,Best.Guess
24,7N,Sockeye_Chilliwack_ES,S01_best_guess,50,S01,Best.Guess
24,7N,Sockeye_Cultus_Late,S01_best_guess,0,S01,Best.Guess
24,7N,Sockeye_Harrison_Down_Late(Big_Silver),S01_best_guess,50,S01,Best.Guess
24,7N,Sockeye_Harrison_Up_Late(Weaver),S01_best_guess,50,S01,Best.Guess
24,7N,Sockeye_Pitt_ES,S01_best_guess,0,S01,Best.Guess
24,7N,Sockeye_Lillooet/Harrison_Late(Birk),S01_best_guess,50,S01,Best.Guess
24,7N,Sockeye_Harrison_River,S01_best_guess,50,S01,Best.Guess
24,7N,Sockeye_Widgeon_River,S01_best_guess,50,S01,Best.Guess
25,Ik,Chinook_LFR_FA_0.3,S01_best_guess,75,S01,Best.Guess
25,Ik,Chinook_Maria_Slough_SU_0.3,S01_best_guess,75,S01,Best.Guess
25,Ik,Chinook_LFR_SP_1.3,S01_best_guess,75,S01,Best.Guess
25,Ik,Chinook_LFR_SU_1.3,S01_best_guess,75,S01,Best.Guess
25,Ik,Chum_LFR,S01_best_guess,75,S01,Best.Guess
25,Ik,Coho_Lillooet,S01_best_guess,75,S01,Best.Guess
25,Ik,Coho_LFR,S01_best_guess,75,S01,Best.Guess
25,Ik,Pink_FR,S01_best_guess,75,S01,Best.Guess
25,Ik,Sockeye_Chilliwack_ES,S01_best_guess,75,S01,Best.Guess
25,Ik,Sockeye_Cultus_Late,S01_best_guess,75,S01,Best.Guess
25,Ik,Sockeye_Harrison_Down_Late(Big_Silver),S01_best_guess,75,S01,Best.Guess
25,Ik,Sockeye_Harrison_Up_Late(Weaver),S01_best_guess,75,S01,Best.Guess
25,Ik,Sockeye_Lillooet/Harrison_Late(Birk),S01_best_guess,75,S01,Best.Guess
25,Ik,Sockeye_Harrison_River,S01_best_guess,75,S01,Best.Guess
26,Uo,Chinook_LFR_FA_0.3,S01_best_guess,80,S01,Best.Guess
26,Uo,Chinook_Maria_Slough_SU_0.3,S01_best_guess,70,S01,Best.Guess
26,Uo,Chinook_LFR_SP_1.3,S01_best_guess,65,S01,Best.Guess
26,Uo,Chinook_LFR_SU_1.3,S01_best_guess,60,S01,Best.Guess
26,Uo,Chum_LFR,S01_best_guess,75,S01,Best.Guess
26,Uo,Coho_Lillooet,S01_best_guess,75,S01,Best.Guess
26,Uo,Pink_FR,S01_best_guess,80,S01,Best.Guess
26,Uo,Sockeye_Chilliwack_ES,S01_best_guess,75,S01,Best.Guess
26,Uo,Sockeye_Cultus_Late,S01_best_guess,65,S01,Best.Guess
26,Uo,Sockeye_Harrison_Down_Late(Big_Silver),S01_best_guess,75,S01,Best.Guess
26,Uo,Sockeye_Harrison_Up_Late(Weaver),S01_best_guess,80,S01,Best.Guess
26,Uo,Sockeye_Lillooet/Harrison_Late(Birk),S01_best_guess,75,S01,Best.Guess
26,Uo,Sockeye_Harrison_River,S01_best_guess,65,S01,Best.Guess
1,ZD,Chinook_LFR_FA_0.3,S02_lower,45,S02,Lower
1,ZD,Chinook_Maria_Slough_SU_0.3,S02_lower,20,S02,Lower
1,ZD,Chinook_LFR_SP_1.3,S02_lower,10,S02,Lower
1,ZD,Chinook_LFR_SU_1.3,S02_lower,10,S02,Lower
1,ZD,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,10,S02,Lower
1,ZD,Chinook_BB_FA_0.3,S02_lower,30,S02,Lower
1,ZD,Chum_LFR,S02_lower,55,S02,Lower
1,ZD,Coho_Lillooet,S02_lower,0,S02,Lower
1,ZD,Coho_LFR,S02_lower,0,S02,Lower
1,ZD,Coho_BB,S02_lower,0,S02,Lower
1,ZD,Pink_FR,S02_lower,30,S02,Lower
1,ZD,Sockeye_Chilliwack_ES,S02_lower,0,S02,Lower
1,ZD,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
1,ZD,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,20,S02,Lower
1,ZD,Sockeye_Harrison_Up_Late(Weaver),S02_lower,0,S02,Lower
1,ZD,Sockeye_Pitt_ES,S02_lower,10,S02,Lower
1,ZD,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,10,S02,Lower
1,ZD,Sockeye_Harrison_River,S02_lower,10,S02,Lower
1,ZD,Sockeye_Widgeon_River,S02_lower,0,S02,Lower
2,Ki,Chinook_LFR_FA_0.3,S02_lower,25,S02,Lower
2,Ki,Chinook_Maria_Slough_SU_0.3,S02_lower,15,S02,Lower
2,Ki,Chinook_LFR_SP_1.3,S02_lower,15,S02,Lower
2,Ki,Chinook_LFR_SU_1.3,S02_lower,15,S02,Lower
2,Ki,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,15,S02,Lower
2,Ki,Chum_LFR,S02_lower,32,S02,Lower
3,oQ,Chinook_LFR_FA_0.3,S02_lower,35,S02,Lower
3,oQ,Chinook_Maria_Slough_SU_0.3,S02_lower,0,S02,Lower
3,oQ,Chinook_LFR_SP_1.3,S02_lower,30,S02,Lower
3,oQ,Chinook_LFR_SU_1.3,S02_lower,35,S02,Lower
3,oQ,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,0,S02,Lower
3,oQ,Chinook_BB_FA_0.3,S02_lower,0,S02,Lower
3,oQ,Chum_LFR,S02_lower,35,S02,Lower
3,oQ,Pink_FR,S02_lower,35,S02,Lower
3,oQ,Sockeye_Chilliwack_ES,S02_lower,25,S02,Lower
3,oQ,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
3,oQ,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,30,S02,Lower
3,oQ,Sockeye_Harrison_Up_Late(Weaver),S02_lower,0,S02,Lower
3,oQ,Sockeye_Pitt_ES,S02_lower,30,S02,Lower
3,oQ,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,0,S02,Lower
3,oQ,Sockeye_Harrison_River,S02_lower,35,S02,Lower
3,oQ,Sockeye_Widgeon_River,S02_lower,0,S02,Lower
4,xy,Sockeye_Chilliwack_ES,S02_lower,5,S02,Lower
4,xy,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
4,xy,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,5,S02,Lower
4,xy,Sockeye_Harrison_Up_Late(Weaver),S02_lower,0,S02,Lower
4,xy,Sockeye_Pitt_ES,S02_lower,30,S02,Lower
4,xy,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,0,S02,Lower
4,xy,Sockeye_Harrison_River,S02_lower,15,S02,Lower
4,xy,Sockeye_Widgeon_River,S02_lower,0,S02,Lower
5,qz,Chinook_LFR_FA_0.3,S02_lower,0,S02,Lower
5,qz,Chinook_Maria_Slough_SU_0.3,S02_lower,0,S02,Lower
5,qz,Chinook_LFR_SP_1.3,S02_lower,0,S02,Lower
5,qz,Chinook_LFR_SU_1.3,S02_lower,0,S02,Lower
5,qz,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,0,S02,Lower
5,qz,Chinook_BB_FA_0.3,S02_lower,0,S02,Lower
5,qz,Chum_LFR,S02_lower,0,S02,Lower
5,qz,Coho_Lillooet,S02_lower,0,S02,Lower
5,qz,Coho_LFR,S02_lower,0,S02,Lower
5,qz,Coho_BB,S02_lower,0,S02,Lower
5,qz,Pink_FR,S02_lower,0,S02,Lower
5,qz,Sockeye_Chilliwack_ES,S02_lower,0,S02,Lower
5,qz,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
5,qz,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,0,S02,Lower
5,qz,Sockeye_Harrison_Up_Late(Weaver),S02_lower,0,S02,Lower
5,qz,Sockeye_Pitt_ES,S02_lower,0,S02,Lower
5,qz,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,0,S02,Lower
5,qz,Sockeye_Harrison_River,S02_lower,0,S02,Lower
5,qz,Sockeye_Widgeon_River,S02_lower,0,S02,Lower
6,rh,Pink_FR,S02_lower,25,S02,Lower
6,rh,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
6,rh,Sockeye_Harrison_Up_Late(Weaver),S02_lower,0,S02,Lower
6,rh,Sockeye_Widgeon_River,S02_lower,0,S02,Lower
7,OJ,Chinook_LFR_FA_0.3,S02_lower,45,S02,Lower
7,OJ,Chinook_Maria_Slough_SU_0.3,S02_lower,40,S02,Lower
7,OJ,Chinook_LFR_SP_1.3,S02_lower,50,S02,Lower
7,OJ,Chinook_LFR_SU_1.3,S02_lower,50,S02,Lower
7,OJ,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,50,S02,Lower
7,OJ,Chinook_BB_FA_0.3,S02_lower,30,S02,Lower
7,OJ,Chum_LFR,S02_lower,20,S02,Lower
7,OJ,Pink_FR,S02_lower,25,S02,Lower
7,OJ,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
8,q8,Chinook_LFR_FA_0.3,S02_lower,35,S02,Lower
8,q8,Chinook_Maria_Slough_SU_0.3,S02_lower,5,S02,Lower
8,q8,Chinook_LFR_SP_1.3,S02_lower,10,S02,Lower
8,q8,Chinook_LFR_SU_1.3,S02_lower,5,S02,Lower
8,q8,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,5,S02,Lower
8,q8,Chinook_BB_FA_0.3,S02_lower,5,S02,Lower
8,q8,Chum_LFR,S02_lower,0,S02,Lower
8,q8,Coho_Lillooet,S02_lower,25,S02,Lower
8,q8,Coho_LFR,S02_lower,25,S02,Lower
8,q8,Coho_BB,S02_lower,5,S02,Lower
8,q8,Pink_FR,S02_lower,10,S02,Lower
8,q8,Sockeye_Chilliwack_ES,S02_lower,40,S02,Lower
8,q8,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
8,q8,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,20,S02,Lower
8,q8,Sockeye_Harrison_Up_Late(Weaver),S02_lower,0,S02,Lower
8,q8,Sockeye_Pitt_ES,S02_lower,30,S02,Lower
8,q8,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,5,S02,Lower
8,q8,Sockeye_Harrison_River,S02_lower,10,S02,Lower
8,q8,Sockeye_Widgeon_River,S02_lower,0,S02,Lower
9,Wa,Chinook_LFR_FA_0.3,S02_lower,35,S02,Lower
9,Wa,Chinook_LFR_SP_1.3,S02_lower,40,S02,Lower
9,Wa,Chinook_LFR_SU_1.3,S02_lower,40,S02,Lower
9,Wa,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,40,S02,Lower
9,Wa,Chinook_BB_FA_0.3,S02_lower,35,S02,Lower
9,Wa,Chum_LFR,S02_lower,30,S02,Lower
9,Wa,Coho_LFR,S02_lower,20,S02,Lower
9,Wa,Coho_BB,S02_lower,20,S02,Lower
9,Wa,Pink_FR,S02_lower,20,S02,Lower
9,Wa,Sockeye_Cultus_Late,S02_lower,10,S02,Lower
9,Wa,Sockeye_Pitt_ES,S02_lower,40,S02,Lower
9,Wa,Sockeye_Widgeon_River,S02_lower,20,S02,Lower
10,wc,Chinook_LFR_FA_0.3,S02_lower,30,S02,Lower
10,wc,Chinook_Maria_Slough_SU_0.3,S02_lower,25,S02,Lower
10,wc,Chinook_LFR_SP_1.3,S02_lower,20,S02,Lower
10,wc,Chinook_LFR_SU_1.3,S02_lower,20,S02,Lower
10,wc,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,40,S02,Lower
10,wc,Chinook_BB_FA_0.3,S02_lower,15,S02,Lower
10,wc,Chum_LFR,S02_lower,20,S02,Lower
10,wc,Coho_Lillooet,S02_lower,25,S02,Lower
10,wc,Coho_LFR,S02_lower,30,S02,Lower
10,wc,Coho_BB,S02_lower,15,S02,Lower
10,wc,Pink_FR,S02_lower,25,S02,Lower
10,wc,Sockeye_Chilliwack_ES,S02_lower,25,S02,Lower
10,wc,Sockeye_Cultus_Late,S02_lower,15,S02,Lower
10,wc,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,20,S02,Lower
10,wc,Sockeye_Harrison_Up_Late(Weaver),S02_lower,10,S02,Lower
10,wc,Sockeye_Pitt_ES,S02_lower,30,S02,Lower
10,wc,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,20,S02,Lower
10,wc,Sockeye_Harrison_River,S02_lower,20,S02,Lower
10,wc,Sockeye_Widgeon_River,S02_lower,15,S02,Lower
11,aH,Chinook_LFR_FA_0.3,S02_lower,30,S02,Lower
11,aH,Chinook_BB_FA_0.3,S02_lower,25,S02,Lower
11,aH,Chum_LFR,S02_lower,25,S02,Lower
11,aH,Coho_LFR,S02_lower,40,S02,Lower
11,aH,Coho_BB,S02_lower,25,S02,Lower
12,9n,Chinook_LFR_FA_0.3,S02_lower,35,S02,Lower
12,9n,Chinook_Maria_Slough_SU_0.3,S02_lower,20,S02,Lower
12,9n,Chinook_LFR_SP_1.3,S02_lower,15,S02,Lower
12,9n,Chinook_LFR_SU_1.3,S02_lower,15,S02,Lower
12,9n,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,15,S02,Lower
12,9n,Chinook_BB_FA_0.3,S02_lower,10,S02,Lower
12,9n,Chum_LFR,S02_lower,30,S02,Lower
12,9n,Coho_Lillooet,S02_lower,30,S02,Lower
12,9n,Coho_LFR,S02_lower,30,S02,Lower
12,9n,Coho_BB,S02_lower,20,S02,Lower
12,9n,Pink_FR,S02_lower,40,S02,Lower
12,9n,Sockeye_Chilliwack_ES,S02_lower,35,S02,Lower
12,9n,Sockeye_Cultus_Late,S02_lower,5,S02,Lower
12,9n,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,35,S02,Lower
12,9n,Sockeye_Harrison_Up_Late(Weaver),S02_lower,5,S02,Lower
12,9n,Sockeye_Pitt_ES,S02_lower,35,S02,Lower
12,9n,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,25,S02,Lower
12,9n,Sockeye_Harrison_River,S02_lower,35,S02,Lower
12,9n,Sockeye_Widgeon_River,S02_lower,5,S02,Lower
13,No,Chinook_LFR_FA_0.3,S02_lower,30,S02,Lower
14,gs,Chinook_LFR_FA_0.3,S02_lower,25,S02,Lower
14,gs,Chinook_Maria_Slough_SU_0.3,S02_lower,25,S02,Lower
14,gs,Chinook_LFR_SP_1.3,S02_lower,30,S02,Lower
14,gs,Chinook_LFR_SU_1.3,S02_lower,15,S02,Lower
14,gs,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,0,S02,Lower
14,gs,Chinook_BB_FA_0.3,S02_lower,20,S02,Lower
14,gs,Chum_LFR,S02_lower,15,S02,Lower
14,gs,Pink_FR,S02_lower,35,S02,Lower
14,gs,Sockeye_Chilliwack_ES,S02_lower,35,S02,Lower
14,gs,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
14,gs,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,30,S02,Lower
14,gs,Sockeye_Harrison_Up_Late(Weaver),S02_lower,10,S02,Lower
14,gs,Sockeye_Pitt_ES,S02_lower,40,S02,Lower
14,gs,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,25,S02,Lower
14,gs,Sockeye_Harrison_River,S02_lower,40,S02,Lower
14,gs,Sockeye_Widgeon_River,S02_lower,25,S02,Lower
15,6m,Chinook_LFR_FA_0.3,S02_lower,25,S02,Lower
15,6m,Chinook_Maria_Slough_SU_0.3,S02_lower,0,S02,Lower
15,6m,Chinook_LFR_SP_1.3,S02_lower,30,S02,Lower
15,6m,Chinook_LFR_SU_1.3,S02_lower,35,S02,Lower
15,6m,Chum_LFR,S02_lower,25,S02,Lower
15,6m,Coho_Lillooet,S02_lower,30,S02,Lower
15,6m,Coho_LFR,S02_lower,30,S02,Lower
15,6m,Coho_BB,S02_lower,30,S02,Lower
15,6m,Pink_FR,S02_lower,50,S02,Lower
15,6m,Sockeye_Chilliwack_ES,S02_lower,0,S02,Lower
15,6m,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
15,6m,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,15,S02,Lower
15,6m,Sockeye_Harrison_Up_Late(Weaver),S02_lower,15,S02,Lower
15,6m,Sockeye_Pitt_ES,S02_lower,10,S02,Lower
15,6m,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,15,S02,Lower
15,6m,Sockeye_Harrison_River,S02_lower,25,S02,Lower
15,6m,Sockeye_Widgeon_River,S02_lower,25,S02,Lower
16,cG,Chinook_LFR_FA_0.3,S02_lower,30,S02,Lower
16,cG,Chinook_Maria_Slough_SU_0.3,S02_lower,40,S02,Lower
16,cG,Chinook_LFR_SP_1.3,S02_lower,30,S02,Lower
16,cG,Chinook_LFR_SU_1.3,S02_lower,60,S02,Lower
16,cG,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,10,S02,Lower
16,cG,Chinook_BB_FA_0.3,S02_lower,65,S02,Lower
16,cG,Chum_LFR,S02_lower,60,S02,Lower
16,cG,Pink_FR,S02_lower,50,S02,Lower
17,IL,Chinook_LFR_FA_0.3,S02_lower,35,S02,Lower
17,IL,Chinook_Maria_Slough_SU_0.3,S02_lower,35,S02,Lower
17,IL,Chinook_LFR_SP_1.3,S02_lower,35,S02,Lower
17,IL,Chinook_LFR_SU_1.3,S02_lower,35,S02,Lower
17,IL,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,35,S02,Lower
17,IL,Chinook_BB_FA_0.3,S02_lower,35,S02,Lower
17,IL,Chum_LFR,S02_lower,35,S02,Lower
17,IL,Coho_Lillooet,S02_lower,35,S02,Lower
17,IL,Coho_LFR,S02_lower,35,S02,Lower
17,IL,Coho_BB,S02_lower,35,S02,Lower
17,IL,Pink_FR,S02_lower,35,S02,Lower
17,IL,Sockeye_Chilliwack_ES,S02_lower,45,S02,Lower
17,IL,Sockeye_Cultus_Late,S02_lower,45,S02,Lower
17,IL,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,45,S02,Lower
17,IL,Sockeye_Harrison_Up_Late(Weaver),S02_lower,45,S02,Lower
17,IL,Sockeye_Pitt_ES,S02_lower,45,S02,Lower
17,IL,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,45,S02,Lower
17,IL,Sockeye_Harrison_River,S02_lower,45,S02,Lower
17,IL,Sockeye_Widgeon_River,S02_lower,45,S02,Lower
18,Ko,Chinook_LFR_FA_0.3,S02_lower,60,S02,Lower
18,Ko,Chinook_Maria_Slough_SU_0.3,S02_lower,50,S02,Lower
18,Ko,Chinook_LFR_SP_1.3,S02_lower,50,S02,Lower
18,Ko,Chinook_LFR_SU_1.3,S02_lower,50,S02,Lower
18,Ko,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,40,S02,Lower
18,Ko,Chinook_BB_FA_0.3,S02_lower,30,S02,Lower
18,Ko,Chum_LFR,S02_lower,60,S02,Lower
18,Ko,Coho_Lillooet,S02_lower,40,S02,Lower
18,Ko,Coho_LFR,S02_lower,40,S02,Lower
18,Ko,Coho_BB,S02_lower,40,S02,Lower
18,Ko,Pink_FR,S02_lower,60,S02,Lower
18,Ko,Sockeye_Chilliwack_ES,S02_lower,60,S02,Lower
18,Ko,Sockeye_Cultus_Late,S02_lower,20,S02,Lower
18,Ko,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,60,S02,Lower
18,Ko,Sockeye_Harrison_Up_Late(Weaver),S02_lower,40,S02,Lower
18,Ko,Sockeye_Pitt_ES,S02_lower,60,S02,Lower
18,Ko,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,50,S02,Lower
18,Ko,Sockeye_Harrison_River,S02_lower,70,S02,Lower
18,Ko,Sockeye_Widgeon_River,S02_lower,20,S02,Lower
19,Hw,Chinook_LFR_FA_0.3,S02_lower,30,S02,Lower
19,Hw,Chinook_LFR_SP_1.3,S02_lower,30,S02,Lower
19,Hw,Chinook_BB_FA_0.3,S02_lower,30,S02,Lower
19,Hw,Chum_LFR,S02_lower,30,S02,Lower
19,Hw,Coho_Lillooet,S02_lower,30,S02,Lower
19,Hw,Coho_LFR,S02_lower,30,S02,Lower
19,Hw,Coho_BB,S02_lower,30,S02,Lower
19,Hw,Pink_FR,S02_lower,30,S02,Lower
19,Hw,Sockeye_Chilliwack_ES,S02_lower,30,S02,Lower
19,Hw,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
19,Hw,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,30,S02,Lower
19,Hw,Sockeye_Harrison_Up_Late(Weaver),S02_lower,30,S02,Lower
19,Hw,Sockeye_Pitt_ES,S02_lower,30,S02,Lower
19,Hw,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,30,S02,Lower
19,Hw,Sockeye_Harrison_River,S02_lower,30,S02,Lower
19,Hw,Sockeye_Widgeon_River,S02_lower,30,S02,Lower
20,tA,Chinook_LFR_FA_0.3,S02_lower,30,S02,Lower
20,tA,Chinook_Maria_Slough_SU_0.3,S02_lower,30,S02,Lower
20,tA,Chinook_LFR_SP_1.3,S02_lower,30,S02,Lower
20,tA,Chinook_LFR_SU_1.3,S02_lower,30,S02,Lower
20,tA,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,30,S02,Lower
20,tA,Chinook_BB_FA_0.3,S02_lower,30,S02,Lower
20,tA,Chum_LFR,S02_lower,30,S02,Lower
20,tA,Coho_Lillooet,S02_lower,30,S02,Lower
20,tA,Coho_LFR,S02_lower,30,S02,Lower
20,tA,Coho_BB,S02_lower,30,S02,Lower
20,tA,Pink_FR,S02_lower,30,S02,Lower
20,tA,Sockeye_Chilliwack_ES,S02_lower,30,S02,Lower
20,tA,Sockeye_Cultus_Late,S02_lower,30,S02,Lower
20,tA,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,30,S02,Lower
20,tA,Sockeye_Harrison_Up_Late(Weaver),S02_lower,30,S02,Lower
20,tA,Sockeye_Pitt_ES,S02_lower,30,S02,Lower
20,tA,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,30,S02,Lower
20,tA,Sockeye_Harrison_River,S02_lower,30,S02,Lower
20,tA,Sockeye_Widgeon_River,S02_lower,30,S02,Lower
21,n5,Chinook_LFR_FA_0.3,S02_lower,50,S02,Lower
21,n5,Chinook_Maria_Slough_SU_0.3,S02_lower,50,S02,Lower
21,n5,Chinook_LFR_SP_1.3,S02_lower,50,S02,Lower
21,n5,Chinook_LFR_SU_1.3,S02_lower,20,S02,Lower
21,n5,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,20,S02,Lower
21,n5,Chinook_BB_FA_0.3,S02_lower,50,S02,Lower
21,n5,Chum_LFR,S02_lower,50,S02,Lower
21,n5,Coho_Lillooet,S02_lower,20,S02,Lower
21,n5,Coho_LFR,S02_lower,15,S02,Lower
21,n5,Coho_BB,S02_lower,20,S02,Lower
21,n5,Pink_FR,S02_lower,30,S02,Lower
21,n5,Sockeye_Chilliwack_ES,S02_lower,20,S02,Lower
21,n5,Sockeye_Cultus_Late,S02_lower,20,S02,Lower
21,n5,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,50,S02,Lower
21,n5,Sockeye_Harrison_Up_Late(Weaver),S02_lower,10,S02,Lower
21,n5,Sockeye_Pitt_ES,S02_lower,50,S02,Lower
21,n5,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,20,S02,Lower
21,n5,Sockeye_Harrison_River,S02_lower,20,S02,Lower
21,n5,Sockeye_Widgeon_River,S02_lower,50,S02,Lower
22,Hf,Chinook_LFR_FA_0.3,S02_lower,35,S02,Lower
22,Hf,Chinook_Maria_Slough_SU_0.3,S02_lower,25,S02,Lower
22,Hf,Chinook_LFR_SP_1.3,S02_lower,26,S02,Lower
22,Hf,Chinook_LFR_SU_1.3,S02_lower,28,S02,Lower
22,Hf,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,22,S02,Lower
22,Hf,Chinook_BB_FA_0.3,S02_lower,25,S02,Lower
22,Hf,Chum_LFR,S02_lower,27,S02,Lower
22,Hf,Coho_Lillooet,S02_lower,25,S02,Lower
22,Hf,Coho_BB,S02_lower,20,S02,Lower
22,Hf,Pink_FR,S02_lower,30,S02,Lower
22,Hf,Sockeye_Chilliwack_ES,S02_lower,25,S02,Lower
22,Hf,Sockeye_Cultus_Late,S02_lower,18,S02,Lower
22,Hf,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,30,S02,Lower
22,Hf,Sockeye_Harrison_Up_Late(Weaver),S02_lower,25,S02,Lower
22,Hf,Sockeye_Pitt_ES,S02_lower,44,S02,Lower
22,Hf,Sockeye_Lillooet/Harrison_Late(Birk),S02_lower,40,S02,Lower
22,Hf,Sockeye_Harrison_River,S02_lower,65,S02,Lower
22,Hf,Sockeye_Widgeon_River,S02_lower,15,S02,Lower
23,mm,Chinook_LFR_FA_0.3,S02_lower,40,S02,Lower
23,mm,Chinook_Maria_Slough_SU_0.3,S02_lower,40,S02,Lower
23,mm,Chinook_LFR_SP_1.3,S02_lower,40,S02,Lower
23,mm,Chinook_LFR_SU_1.3,S02_lower,40,S02,Lower
23,mm,Chinook_LFR-Upper_Pitt_SU_1.3,S02_lower,30,S02,Lower
23,mm,Chinook_BB_FA_0.3,S02_lower,30,S02,Lower
23,mm,Chum_LFR,S02_lower,40,S02,Lower
23,mm,Coho_Lillooet,S02_lower,40,S02,Lower
23,mm,Coho_LFR,S02_lower,40,S02,Lower
23,mm,Coho_BB,S02_lower,30,S02,Lower
23,mm,Pink_FR,S02_lower,40,S02,Lower
23,mm,Sockeye_Chilliwack_ES,S02_lower,30,S02,Lower
23,mm,Sockeye_Cultus_Late,S02_lower,0,S02,Lower
23,mm,Sockeye_Harrison_Down_Late(Big_Silver),S02_lower,30,S02,Lower
