expert,code,CU_group,Estimate,Value,Strategy,Est.Type
7,OJ,Chinook_LFR_SU_1.3,S06_best_guess,50,S06,Best.Guess
7,OJ,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,50,S06,Best.Guess
7,OJ,Chinook_BB_FA_0.3,S06_best_guess,45,S06,Best.Guess
7,OJ,Chum_LFR,S06_best_guess,55,S06,Best.Guess
7,OJ,Pink_FR,S06_best_guess,40,S06,Best.Guess
7,OJ,Sockeye_Cultus_Late,S06_best_guess,5,S06,Best.Guess
8,q8,Chinook_LFR_FA_0.3,S06_best_guess,60,S06,Best.Guess
8,q8,Chinook_Maria_Slough_SU_0.3,S06_best_guess,15,S06,Best.Guess
8,q8,Chinook_LFR_SP_1.3,S06_best_guess,20,S06,Best.Guess
8,q8,Chinook_LFR_SU_1.3,S06_best_guess,20,S06,Best.Guess
8,q8,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,15,S06,Best.Guess
8,q8,Chinook_BB_FA_0.3,S06_best_guess,5,S06,Best.Guess
8,q8,Chum_LFR,S06_best_guess,5,S06,Best.Guess
8,q8,Coho_Lillooet,S06_best_guess,50,S06,Best.Guess
8,q8,Coho_LFR,S06_best_guess,30,S06,Best.Guess
8,q8,Coho_BB,S06_best_guess,10,S06,Best.Guess
8,q8,Pink_FR,S06_best_guess,20,S06,Best.Guess
8,q8,Sockeye_Chilliwack_ES,S06_best_guess,50,S06,Best.Guess
8,q8,Sockeye_Cultus_Late,S06_best_guess,5,S06,Best.Guess
8,q8,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,40,S06,Best.Guess
8,q8,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,10,S06,Best.Guess
8,q8,Sockeye_Pitt_ES,S06_best_guess,60,S06,Best.Guess
8,q8,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,20,S06,Best.Guess
8,q8,Sockeye_Harrison_River,S06_best_guess,20,S06,Best.Guess
8,q8,Sockeye_Widgeon_River,S06_best_guess,10,S06,Best.Guess
9,Wa,Chinook_LFR_FA_0.3,S06_best_guess,65,S06,Best.Guess
9,Wa,Chinook_LFR_SP_1.3,S06_best_guess,70,S06,Best.Guess
9,Wa,Chinook_LFR_SU_1.3,S06_best_guess,70,S06,Best.Guess
9,Wa,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,70,S06,Best.Guess
9,Wa,Chinook_BB_FA_0.3,S06_best_guess,65,S06,Best.Guess
9,Wa,Chum_LFR,S06_best_guess,75,S06,Best.Guess
9,Wa,Coho_LFR,S06_best_guess,75,S06,Best.Guess
9,Wa,Coho_BB,S06_best_guess,75,S06,Best.Guess
9,Wa,Pink_FR,S06_best_guess,60,S06,Best.Guess
9,Wa,Sockeye_Cultus_Late,S06_best_guess,25,S06,Best.Guess
9,Wa,Sockeye_Pitt_ES,S06_best_guess,70,S06,Best.Guess
9,Wa,Sockeye_Widgeon_River,S06_best_guess,65,S06,Best.Guess
10,wc,Chinook_LFR_FA_0.3,S06_best_guess,50,S06,Best.Guess
10,wc,Chinook_Maria_Slough_SU_0.3,S06_best_guess,30,S06,Best.Guess
10,wc,Chinook_LFR_SP_1.3,S06_best_guess,30,S06,Best.Guess
10,wc,Chinook_LFR_SU_1.3,S06_best_guess,30,S06,Best.Guess
10,wc,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,40,S06,Best.Guess
10,wc,Chinook_BB_FA_0.3,S06_best_guess,30,S06,Best.Guess
10,wc,Chum_LFR,S06_best_guess,40,S06,Best.Guess
10,wc,Coho_Lillooet,S06_best_guess,50,S06,Best.Guess
10,wc,Coho_LFR,S06_best_guess,40,S06,Best.Guess
10,wc,Coho_BB,S06_best_guess,35,S06,Best.Guess
10,wc,Pink_FR,S06_best_guess,40,S06,Best.Guess
10,wc,Sockeye_Chilliwack_ES,S06_best_guess,40,S06,Best.Guess
10,wc,Sockeye_Cultus_Late,S06_best_guess,20,S06,Best.Guess
10,wc,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,40,S06,Best.Guess
10,wc,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,30,S06,Best.Guess
10,wc,Sockeye_Pitt_ES,S06_best_guess,45,S06,Best.Guess
10,wc,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,35,S06,Best.Guess
10,wc,Sockeye_Harrison_River,S06_best_guess,40,S06,Best.Guess
10,wc,Sockeye_Widgeon_River,S06_best_guess,25,S06,Best.Guess
11,aH,Chinook_LFR_FA_0.3,S06_best_guess,50,S06,Best.Guess
11,aH,Chinook_BB_FA_0.3,S06_best_guess,40,S06,Best.Guess
11,aH,Chum_LFR,S06_best_guess,70,S06,Best.Guess
11,aH,Coho_LFR,S06_best_guess,40,S06,Best.Guess
11,aH,Coho_BB,S06_best_guess,40,S06,Best.Guess
12,9n,Chinook_LFR_FA_0.3,S06_best_guess,55,S06,Best.Guess
12,9n,Chinook_Maria_Slough_SU_0.3,S06_best_guess,15,S06,Best.Guess
12,9n,Chinook_LFR_SP_1.3,S06_best_guess,35,S06,Best.Guess
12,9n,Chinook_LFR_SU_1.3,S06_best_guess,40,S06,Best.Guess
12,9n,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,30,S06,Best.Guess
12,9n,Chinook_BB_FA_0.3,S06_best_guess,20,S06,Best.Guess
12,9n,Chum_LFR,S06_best_guess,50,S06,Best.Guess
12,9n,Coho_Lillooet,S06_best_guess,45,S06,Best.Guess
12,9n,Coho_LFR,S06_best_guess,45,S06,Best.Guess
12,9n,Coho_BB,S06_best_guess,30,S06,Best.Guess
12,9n,Pink_FR,S06_best_guess,55,S06,Best.Guess
12,9n,Sockeye_Chilliwack_ES,S06_best_guess,50,S06,Best.Guess
12,9n,Sockeye_Cultus_Late,S06_best_guess,10,S06,Best.Guess
12,9n,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,50,S06,Best.Guess
12,9n,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,15,S06,Best.Guess
12,9n,Sockeye_Pitt_ES,S06_best_guess,55,S06,Best.Guess
12,9n,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,50,S06,Best.Guess
12,9n,Sockeye_Harrison_River,S06_best_guess,55,S06,Best.Guess
12,9n,Sockeye_Widgeon_River,S06_best_guess,10,S06,Best.Guess
13,No,Chinook_LFR_FA_0.3,S06_best_guess,60,S06,Best.Guess
14,gs,Chinook_LFR_FA_0.3,S06_best_guess,35,S06,Best.Guess
14,gs,Chinook_Maria_Slough_SU_0.3,S06_best_guess,35,S06,Best.Guess
14,gs,Chinook_LFR_SP_1.3,S06_best_guess,55,S06,Best.Guess
14,gs,Chinook_LFR_SU_1.3,S06_best_guess,25,S06,Best.Guess
14,gs,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,10,S06,Best.Guess
14,gs,Chinook_BB_FA_0.3,S06_best_guess,25,S06,Best.Guess
14,gs,Chum_LFR,S06_best_guess,55,S06,Best.Guess
14,gs,Pink_FR,S06_best_guess,65,S06,Best.Guess
14,gs,Sockeye_Chilliwack_ES,S06_best_guess,50,S06,Best.Guess
14,gs,Sockeye_Cultus_Late,S06_best_guess,5,S06,Best.Guess
14,gs,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,50,S06,Best.Guess
14,gs,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,15,S06,Best.Guess
14,gs,Sockeye_Pitt_ES,S06_best_guess,65,S06,Best.Guess
14,gs,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,35,S06,Best.Guess
14,gs,Sockeye_Harrison_River,S06_best_guess,65,S06,Best.Guess
14,gs,Sockeye_Widgeon_River,S06_best_guess,40,S06,Best.Guess
15,6m,Chinook_LFR_FA_0.3,S06_best_guess,30,S06,Best.Guess
15,6m,Chinook_Maria_Slough_SU_0.3,S06_best_guess,20,S06,Best.Guess
15,6m,Chinook_LFR_SP_1.3,S06_best_guess,35,S06,Best.Guess
15,6m,Chinook_LFR_SU_1.3,S06_best_guess,45,S06,Best.Guess
15,6m,Chum_LFR,S06_best_guess,60,S06,Best.Guess
15,6m,Coho_Lillooet,S06_best_guess,35,S06,Best.Guess
15,6m,Coho_LFR,S06_best_guess,40,S06,Best.Guess
15,6m,Coho_BB,S06_best_guess,40,S06,Best.Guess
15,6m,Pink_FR,S06_best_guess,60,S06,Best.Guess
15,6m,Sockeye_Chilliwack_ES,S06_best_guess,15,S06,Best.Guess
15,6m,Sockeye_Cultus_Late,S06_best_guess,5,S06,Best.Guess
15,6m,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,40,S06,Best.Guess
15,6m,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,40,S06,Best.Guess
15,6m,Sockeye_Pitt_ES,S06_best_guess,30,S06,Best.Guess
15,6m,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,25,S06,Best.Guess
15,6m,Sockeye_Harrison_River,S06_best_guess,30,S06,Best.Guess
15,6m,Sockeye_Widgeon_River,S06_best_guess,30,S06,Best.Guess
16,cG,Chinook_LFR_FA_0.3,S06_best_guess,30,S06,Best.Guess
16,cG,Chinook_Maria_Slough_SU_0.3,S06_best_guess,30,S06,Best.Guess
16,cG,Chinook_LFR_SP_1.3,S06_best_guess,50,S06,Best.Guess
16,cG,Chinook_LFR_SU_1.3,S06_best_guess,70,S06,Best.Guess
16,cG,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,20,S06,Best.Guess
16,cG,Chinook_BB_FA_0.3,S06_best_guess,80,S06,Best.Guess
16,cG,Chum_LFR,S06_best_guess,70,S06,Best.Guess
16,cG,Pink_FR,S06_best_guess,65,S06,Best.Guess
17,IL,Chinook_LFR_FA_0.3,S06_best_guess,80,S06,Best.Guess
17,IL,Chinook_Maria_Slough_SU_0.3,S06_best_guess,50,S06,Best.Guess
17,IL,Chinook_LFR_SP_1.3,S06_best_guess,50,S06,Best.Guess
17,IL,Chinook_LFR_SU_1.3,S06_best_guess,50,S06,Best.Guess
17,IL,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,50,S06,Best.Guess
17,IL,Chinook_BB_FA_0.3,S06_best_guess,80,S06,Best.Guess
17,IL,Chum_LFR,S06_best_guess,65,S06,Best.Guess
17,IL,Coho_Lillooet,S06_best_guess,65,S06,Best.Guess
17,IL,Coho_LFR,S06_best_guess,80,S06,Best.Guess
17,IL,Coho_BB,S06_best_guess,80,S06,Best.Guess
17,IL,Pink_FR,S06_best_guess,90,S06,Best.Guess
17,IL,Sockeye_Chilliwack_ES,S06_best_guess,60,S06,Best.Guess
17,IL,Sockeye_Cultus_Late,S06_best_guess,60,S06,Best.Guess
17,IL,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,80,S06,Best.Guess
17,IL,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,80,S06,Best.Guess
17,IL,Sockeye_Pitt_ES,S06_best_guess,60,S06,Best.Guess
17,IL,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,60,S06,Best.Guess
17,IL,Sockeye_Harrison_River,S06_best_guess,60,S06,Best.Guess
17,IL,Sockeye_Widgeon_River,S06_best_guess,60,S06,Best.Guess
18,Ko,Chinook_LFR_FA_0.3,S06_best_guess,80,S06,Best.Guess
18,Ko,Chinook_Maria_Slough_SU_0.3,S06_best_guess,60,S06,Best.Guess
18,Ko,Chinook_LFR_SP_1.3,S06_best_guess,60,S06,Best.Guess
18,Ko,Chinook_LFR_SU_1.3,S06_best_guess,60,S06,Best.Guess
18,Ko,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,50,S06,Best.Guess
18,Ko,Chinook_BB_FA_0.3,S06_best_guess,40,S06,Best.Guess
18,Ko,Chum_LFR,S06_best_guess,70,S06,Best.Guess
18,Ko,Coho_Lillooet,S06_best_guess,60,S06,Best.Guess
18,Ko,Coho_LFR,S06_best_guess,60,S06,Best.Guess
18,Ko,Coho_BB,S06_best_guess,60,S06,Best.Guess
18,Ko,Pink_FR,S06_best_guess,70,S06,Best.Guess
18,Ko,Sockeye_Chilliwack_ES,S06_best_guess,70,S06,Best.Guess
18,Ko,Sockeye_Cultus_Late,S06_best_guess,30,S06,Best.Guess
18,Ko,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,70,S06,Best.Guess
18,Ko,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,50,S06,Best.Guess
18,Ko,Sockeye_Pitt_ES,S06_best_guess,70,S06,Best.Guess
18,Ko,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,60,S06,Best.Guess
18,Ko,Sockeye_Harrison_River,S06_best_guess,80,S06,Best.Guess
18,Ko,Sockeye_Widgeon_River,S06_best_guess,30,S06,Best.Guess
19,Hw,Chinook_LFR_FA_0.3,S06_best_guess,60,S06,Best.Guess
19,Hw,Chinook_LFR_SP_1.3,S06_best_guess,60,S06,Best.Guess
19,Hw,Chinook_BB_FA_0.3,S06_best_guess,60,S06,Best.Guess
19,Hw,Chum_LFR,S06_best_guess,60,S06,Best.Guess
19,Hw,Coho_Lillooet,S06_best_guess,60,S06,Best.Guess
19,Hw,Coho_LFR,S06_best_guess,60,S06,Best.Guess
19,Hw,Coho_BB,S06_best_guess,60,S06,Best.Guess
19,Hw,Pink_FR,S06_best_guess,60,S06,Best.Guess
19,Hw,Sockeye_Chilliwack_ES,S06_best_guess,60,S06,Best.Guess
19,Hw,Sockeye_Cultus_Late,S06_best_guess,0,S06,Best.Guess
19,Hw,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,60,S06,Best.Guess
19,Hw,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,60,S06,Best.Guess
19,Hw,Sockeye_Pitt_ES,S06_best_guess,60,S06,Best.Guess
19,Hw,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,60,S06,Best.Guess
19,Hw,Sockeye_Harrison_River,S06_best_guess,60,S06,Best.Guess
19,Hw,Sockeye_Widgeon_River,S06_best_guess,60,S06,Best.Guess
20,tA,Chinook_LFR_FA_0.3,S06_best_guess,60,S06,Best.Guess
20,tA,Chinook_Maria_Slough_SU_0.3,S06_best_guess,60,S06,Best.Guess
20,tA,Chinook_LFR_SP_1.3,S06_best_guess,60,S06,Best.Guess
20,tA,Chinook_LFR_SU_1.3,S06_best_guess,60,S06,Best.Guess
20,tA,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,60,S06,Best.Guess
20,tA,Chinook_BB_FA_0.3,S06_best_guess,60,S06,Best.Guess
20,tA,Chum_LFR,S06_best_guess,60,S06,Best.Guess
20,tA,Coho_Lillooet,S06_best_guess,60,S06,Best.Guess
20,tA,Coho_LFR,S06_best_guess,60,S06,Best.Guess
20,tA,Coho_BB,S06_best_guess,60,S06,Best.Guess
20,tA,Pink_FR,S06_best_guess,60,S06,Best.Guess
20,tA,Sockeye_Chilliwack_ES,S06_best_guess,60,S06,Best.Guess
20,tA,Sockeye_Cultus_Late,S06_best_guess,60,S06,Best.Guess
20,tA,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,60,S06,Best.Guess
20,tA,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,60,S06,Best.Guess
20,tA,Sockeye_Pitt_ES,S06_best_guess,60,S06,Best.Guess
20,tA,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,60,S06,Best.Guess
20,tA,Sockeye_Harrison_River,S06_best_guess,60,S06,Best.Guess
20,tA,Sockeye_Widgeon_River,S06_best_guess,60,S06,Best.Guess
21,n5,Chinook_LFR_FA_0.3,S06_best_guess,80,S06,Best.Guess
21,n5,Chinook_Maria_Slough_SU_0.3,S06_best_guess,90,S06,Best.Guess
21,n5,Chinook_LFR_SP_1.3,S06_best_guess,80,S06,Best.Guess
21,n5,Chinook_LFR_SU_1.3,S06_best_guess,60,S06,Best.Guess
21,n5,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,60,S06,Best.Guess
21,n5,Chinook_BB_FA_0.3,S06_best_guess,70,S06,Best.Guess
21,n5,Chum_LFR,S06_best_guess,70,S06,Best.Guess
21,n5,Coho_Lillooet,S06_best_guess,50,S06,Best.Guess
21,n5,Coho_LFR,S06_best_guess,70,S06,Best.Guess
21,n5,Coho_BB,S06_best_guess,80,S06,Best.Guess
21,n5,Pink_FR,S06_best_guess,60,S06,Best.Guess
21,n5,Sockeye_Chilliwack_ES,S06_best_guess,70,S06,Best.Guess
21,n5,Sockeye_Cultus_Late,S06_best_guess,70,S06,Best.Guess
21,n5,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,80,S06,Best.Guess
21,n5,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,70,S06,Best.Guess
21,n5,Sockeye_Pitt_ES,S06_best_guess,90,S06,Best.Guess
21,n5,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,90,S06,Best.Guess
21,n5,Sockeye_Harrison_River,S06_best_guess,50,S06,Best.Guess
21,n5,Sockeye_Widgeon_River,S06_best_guess,50,S06,Best.Guess
23,mm,Chinook_LFR_FA_0.3,S06_best_guess,35,S06,Best.Guess
23,mm,Chinook_Maria_Slough_SU_0.3,S06_best_guess,35,S06,Best.Guess
23,mm,Chinook_LFR_SP_1.3,S06_best_guess,35,S06,Best.Guess
23,mm,Chinook_LFR_SU_1.3,S06_best_guess,35,S06,Best.Guess
23,mm,Chinook_LFR-Upper_Pitt_SU_1.3,S06_best_guess,25,S06,Best.Guess
23,mm,Chinook_BB_FA_0.3,S06_best_guess,25,S06,Best.Guess
23,mm,Chum_LFR,S06_best_guess,35,S06,Best.Guess
23,mm,Coho_Lillooet,S06_best_guess,50,S06,Best.Guess
23,mm,Coho_LFR,S06_best_guess,50,S06,Best.Guess
23,mm,Coho_BB,S06_best_guess,40,S06,Best.Guess
23,mm,Pink_FR,S06_best_guess,35,S06,Best.Guess
23,mm,Sockeye_Chilliwack_ES,S06_best_guess,30,S06,Best.Guess
23,mm,Sockeye_Cultus_Late,S06_best_guess,5,S06,Best.Guess
23,mm,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,30,S06,Best.Guess
23,mm,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,5,S06,Best.Guess
23,mm,Sockeye_Pitt_ES,S06_best_guess,30,S06,Best.Guess
23,mm,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,5,S06,Best.Guess
23,mm,Sockeye_Harrison_River,S06_best_guess,30,S06,Best.Guess
23,mm,Sockeye_Widgeon_River,S06_best_guess,5,S06,Best.Guess
24,7N,Sockeye_Cultus_Late,S06_best_guess,0,S06,Best.Guess
25,Ik,Chinook_LFR_FA_0.3,S06_best_guess,70,S06,Best.Guess
25,Ik,Chinook_Maria_Slough_SU_0.3,S06_best_guess,70,S06,Best.Guess
25,Ik,Chinook_LFR_SP_1.3,S06_best_guess,70,S06,Best.Guess
25,Ik,Chinook_LFR_SU_1.3,S06_best_guess,70,S06,Best.Guess
25,Ik,Chum_LFR,S06_best_guess,70,S06,Best.Guess
25,Ik,Coho_Lillooet,S06_best_guess,70,S06,Best.Guess
25,Ik,Coho_LFR,S06_best_guess,70,S06,Best.Guess
25,Ik,Pink_FR,S06_best_guess,70,S06,Best.Guess
25,Ik,Sockeye_Chilliwack_ES,S06_best_guess,70,S06,Best.Guess
25,Ik,Sockeye_Cultus_Late,S06_best_guess,70,S06,Best.Guess
25,Ik,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,70,S06,Best.Guess
25,Ik,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,70,S06,Best.Guess
25,Ik,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,70,S06,Best.Guess
25,Ik,Sockeye_Harrison_River,S06_best_guess,70,S06,Best.Guess
26,Uo,Chinook_LFR_FA_0.3,S06_best_guess,40,S06,Best.Guess
26,Uo,Chinook_Maria_Slough_SU_0.3,S06_best_guess,50,S06,Best.Guess
26,Uo,Chinook_LFR_SP_1.3,S06_best_guess,50,S06,Best.Guess
26,Uo,Chinook_LFR_SU_1.3,S06_best_guess,55,S06,Best.Guess
26,Uo,Chum_LFR,S06_best_guess,60,S06,Best.Guess
26,Uo,Coho_Lillooet,S06_best_guess,70,S06,Best.Guess
26,Uo,Pink_FR,S06_best_guess,50,S06,Best.Guess
26,Uo,Sockeye_Chilliwack_ES,S06_best_guess,60,S06,Best.Guess
26,Uo,Sockeye_Cultus_Late,S06_best_guess,40,S06,Best.Guess
26,Uo,Sockeye_Harrison_Down_Late(Big_Silver),S06_best_guess,50,S06,Best.Guess
26,Uo,Sockeye_Harrison_Up_Late(Weaver),S06_best_guess,70,S06,Best.Guess
26,Uo,Sockeye_Lillooet/Harrison_Late(Birk),S06_best_guess,60,S06,Best.Guess
26,Uo,Sockeye_Harrison_River,S06_best_guess,60,S06,Best.Guess
1,ZD,Chinook_LFR_FA_0.3,S07_lower,45,S07,Lower
1,ZD,Chinook_Maria_Slough_SU_0.3,S07_lower,25,S07,Lower
1,ZD,Chinook_LFR_SP_1.3,S07_lower,10,S07,Lower
1,ZD,Chinook_LFR_SU_1.3,S07_lower,10,S07,Lower
1,ZD,Chinook_LFR-Upper_Pitt_SU_1.3,S07_lower,10,S07,Lower
1,ZD,Chinook_BB_FA_0.3,S07_lower,25,S07,Lower
1,ZD,Chum_LFR,S07_lower,50,S07,Lower
1,ZD,Coho_Lillooet,S07_lower,0,S07,Lower
1,ZD,Coho_LFR,S07_lower,0,S07,Lower
1,ZD,Coho_BB,S07_lower,0,S07,Lower
1,ZD,Pink_FR,S07_lower,30,S07,Lower
1,ZD,Sockeye_Chilliwack_ES,S07_lower,0,S07,Lower
1,ZD,Sockeye_Cultus_Late,S07_lower,0,S07,Lower
1,ZD,Sockeye_Harrison_Down_Late(Big_Silver),S07_lower,20,S07,Lower
1,ZD,Sockeye_Harrison_Up_Late(Weaver),S07_lower,0,S07,Lower
1,ZD,Sockeye_Pitt_ES,S07_lower,10,S07,Lower
1,ZD,Sockeye_Lillooet/Harrison_Late(Birk),S07_lower,10,S07,Lower
1,ZD,Sockeye_Harrison_River,S07_lower,10,S07,Lower
1,ZD,Sockeye_Widgeon_River,S07_lower,0,S07,Lower
2,Ki,Chinook_LFR_FA_0.3,S07_lower,17,S07,Lower
2,Ki,Chinook_Maria_Slough_SU_0.3,S07_lower,13,S07,Lower
2,Ki,Chinook_LFR_SP_1.3,S07_lower,12,S07,Lower
2,Ki,Chinook_LFR_SU_1.3,S07_lower,12,S07,Lower
2,Ki,Chinook_LFR-Upper_Pitt_SU_1.3,S07_lower,12,S07,Lower
2,Ki,Chum_LFR,S07_lower,32,S07,Lower
4,xy,Sockeye_Chilliwack_ES,S07_lower,5,S07,Lower
4,xy,Sockeye_Cultus_Late,S07_lower,0,S07,Lower
4,xy,Sockeye_Harrison_Down_Late(Big_Silver),S07_lower,5,S07,Lower
4,xy,Sockeye_Harrison_Up_Late(Weaver),S07_lower,0,S07,Lower
4,xy,Sockeye_Pitt_ES,S07_lower,25,S07,Lower
4,xy,Sockeye_Lillooet/Harrison_Late(Birk),S07_lower,0,S07,Lower
4,xy,Sockeye_Harrison_River,S07_lower,15,S07,Lower
4,xy,Sockeye_Widgeon_River,S07_lower,0,S07,Lower
5,qz,Chinook_LFR_FA_0.3,S07_lower,0,S07,Lower
5,qz,Chinook_Maria_Slough_SU_0.3,S07_lower,0,S07,Lower
5,qz,Chinook_LFR_SP_1.3,S07_lower,0,S07,Lower
5,qz,Chinook_LFR_SU_1.3,S07_lower,0,S07,Lower
5,qz,Chinook_LFR-Upper_Pitt_SU_1.3,S07_lower,0,S07,Lower
5,qz,Chinook_BB_FA_0.3,S07_lower,0,S07,Lower
5,qz,Chum_LFR,S07_lower,0,S07,Lower
5,qz,Coho_Lillooet,S07_lower,0,S07,Lower
5,qz,Coho_LFR,S07_lower,0,S07,Lower
5,qz,Coho_BB,S07_lower,0,S07,Lower
5,qz,Pink_FR,S07_lower,0,S07,Lower
5,qz,Sockeye_Chilliwack_ES,S07_lower,0,S07,Lower
5,qz,Sockeye_Cultus_Late,S07_lower,0,S07,Lower
5,qz,Sockeye_Harrison_Down_Late(Big_Silver),S07_lower,0,S07,Lower
5,qz,Sockeye_Harrison_Up_Late(Weaver),S07_lower,0,S07,Lower
5,qz,Sockeye_Pitt_ES,S07_lower,0,S07,Lower
5,qz,Sockeye_Lillooet/Harrison_Late(Birk),S07_lower,0,S07,Lower
5,qz,Sockeye_Harrison_River,S07_lower,0,S07,Lower
5,qz,Sockeye_Widgeon_River,S07_lower,0,S07,Lower
6,rh,Pink_FR,S07_lower,25,S07,Lower
6,rh,Sockeye_Cultus_Late,S07_lower,0,S07,Lower
6,rh,Sockeye_Pitt_ES,S07_lower,40,S07,Lower
6,rh,Sockeye_Widgeon_River,S07_lower,0,S07,Lower
7,OJ,Chinook_LFR_FA_0.3,S07_lower,40,S07,Lower
7,OJ,Chinook_Maria_Slough_SU_0.3,S07_lower,40,S07,Lower
7,OJ,Chinook_LFR_SP_1.3,S07_lower,30,S07,Lower
7,OJ,Chinook_LFR_SU_1.3,S07_lower,30,S07,Lower
7,OJ,Chinook_LFR-Upper_Pitt_SU_1.3,S07_lower,30,S07,Lower
7,OJ,Chinook_BB_FA_0.3,S07_lower,20,S07,Lower
7,OJ,Chum_LFR,S07_lower,10,S07,Lower
7,OJ,Pink_FR,S07_lower,25,S07,Lower
7,OJ,Sockeye_Cultus_Late,S07_lower,5,S07,Lower
8,q8,Chinook_LFR_FA_0.3,S07_lower,30,S07,Lower
8,q8,Chinook_Maria_Slough_SU_0.3,S07_lower,0,S07,Lower
8,q8,Chinook_LFR_SP_1.3,S07_lower,5,S07,Lower
8,q8,Chinook_LFR_SU_1.3,S07_lower,5,S07,Lower
8,q8,Chinook_LFR-Upper_Pitt_SU_1.3,S07_lower,5,S07,Lower
8,q8,Chinook_BB_FA_0.3,S07_lower,0,S07,Lower
8,q8,Chum_LFR,S07_lower,0,S07,Lower
8,q8,Coho_Lillooet,S07_lower,25,S07,Lower
8,q8,Coho_LFR,S07_lower,20,S07,Lower
8,q8,Coho_BB,S07_lower,0,S07,Lower
8,q8,Pink_FR,S07_lower,10,S07,Lower
8,q8,Sockeye_Chilliwack_ES,S07_lower,40,S07,Lower
8,q8,Sockeye_Cultus_Late,S07_lower,5,S07,Lower
8,q8,Sockeye_Harrison_Down_Late(Big_Silver),S07_lower,20,S07,Lower
8,q8,Sockeye_Harrison_Up_Late(Weaver),S07_lower,0,S07,Lower
8,q8,Sockeye_Pitt_ES,S07_lower,30,S07,Lower
8,q8,Sockeye_Lillooet/Harrison_Late(Birk),S07_lower,5,S07,Lower
8,q8,Sockeye_Harrison_River,S07_lower,10,S07,Lower
8,q8,Sockeye_Widgeon_River,S07_lower,5,S07,Lower
9,Wa,Chinook_LFR_FA_0.3,S07_lower,20,S07,Lower
9,Wa,Chinook_LFR_SP_1.3,S07_lower,20,S07,Lower
9,Wa,Chinook_LFR_SU_1.3,S07_lower,20,S07,Lower
9,Wa,Chinook_LFR-Upper_Pitt_SU_1.3,S07_lower,20,S07,Lower
9,Wa,Chinook_BB_FA_0.3,S07_lower,20,S07,Lower
9,Wa,Chum_LFR,S07_lower,35,S07,Lower
9,Wa,Coho_LFR,S07_lower,20,S07,Lower
9,Wa,Coho_BB,S07_lower,20,S07,Lower
9,Wa,Pink_FR,S07_lower,20,S07,Lower
9,Wa,Sockeye_Cultus_Late,S07_lower,10,S07,Lower
9,Wa,Sockeye_Pitt_ES,S07_lower,40,S07,Lower
9,Wa,Sockeye_Widgeon_River,S07_lower,25,S07,Lower
